venueID,lat,lng,venue_descr,First_Category,Second_Category,Third_Category
863,40.686574,-73.990616,Bar,Dining and Drinking,Bar,Wine Bar
3166,40.67975,-74.010122,Seafood Restaurant,Dining and Drinking,Restaurant,Seafood Restaurant
5245,40.6776438132641,-74.00858402252197,Park,Landmarks and Outdoors,Park,Park
819,40.685782,-73.991036,Bar,Dining and Drinking,Bar,Dive Bar
19800,40.68486624328523,-73.99481086415851,Gastropub,Dining and Drinking,Restaurant,Gastropub
35919,40.75773304173479,-74.00070451379366,Event Space,Business and Professional Services,Event Space,Event Space
36011,40.7581439718145,-74.00020525352173,Event Space,Business and Professional Services,Event Space,Event Space
3700,40.7154764879666,-73.94462431135794,Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant
487,40.702435,-73.987073,Bar,Dining and Drinking,Bar,Bar
19712,40.730887,-74.001079,Bar,Dining and Drinking,Bar,Bar
1550,40.68493407505351,-73.99451818549944,Movie Theater,Arts and Entertainment,Movie Theater,Indie Movie Theater
4220,40.68507996280807,-73.99167400535798,American Restaurant,Dining and Drinking,Restaurant,American Restaurant
11738,40.68715136647779,-73.99355406440372,Ice Cream Shop,Dining and Drinking,Dessert Shop,Ice Cream Parlor
26184,40.726838,-73.9833702,Bar,Dining and Drinking,Bar,Bar
2715,40.718862,-73.945087,Bar,Dining and Drinking,Bar,Cocktail Bar
21664,40.71110040582892,-73.94533610580748,Bar,Dining and Drinking,Bar,Bar
33793,40.760729419522136,-73.9902427306349,American Restaurant,Dining and Drinking,Restaurant,American Restaurant
20629,40.73695691915832,-74.15126622002165,Beer Garden,Dining and Drinking,Bar,Beer Garden
14121,40.753169,-74.02525068333334,Post Office,Community and Government,Government Building,Post Office
23030,40.753466560972186,-74.02540683746338,Parking,Travel and Transportation,Parking,Parking
8262,40.750998873195776,-74.02547651573961,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop
32680,40.75553088008716,-73.9859676361084,Food & Drink Shop,Retail,Food and Beverage Retail,Butcher
18216,40.77009747438933,-74.0239961389304,Drugstore / Pharmacy,Retail,Pharmacy,Pharmacy
3144,40.7381339434396,-74.03072659659897,Dessert Shop,Dining and Drinking,Dessert Shop,Dessert Shop
17917,40.74432264465711,-74.02379214763641,Scenic Lookout,Landmarks and Outdoors,Scenic Lookout,Scenic Lookout
3091,40.764421348741976,-73.99944305419922,Museum,Arts and Entertainment,Museum,Museum
35103,40.736814907384336,-74.02529864161436,Scenic Lookout,Landmarks and Outdoors,Scenic Lookout,Scenic Lookout
4675,40.79181666476749,-74.04810905456543,Pet Store,Retail,Pet Supplies Store,Pet Supplies Store
11568,40.73838293552399,-74.036109,Electronics Store,Retail,Computers and Electronics Retail,Electronics Store
6216,40.74989042341799,-74.03604984283447,Food & Drink Shop,Retail,Food and Beverage Retail,Grocery Store
29525,40.77163734695387,-74.02936675347344,Outdoors & Recreation,Landmarks and Outdoors,Landmarks and Outdoors,Landmarks and Outdoors
16238,40.77002136356674,-74.02777738865593,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop
5433,40.743422,-74.02914676666667,Greek Restaurant,Dining and Drinking,Restaurant,Greek Restaurant
29829,40.73907993899482,-74.03111676076642,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors,Other Great Outdoors
13651,40.74950768215433,-74.0251724082635,Spa / Massage,Business and Professional Services,Health and Beauty Service,Spa
22427,40.76867278698223,-74.02414532471106,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors,Other Great Outdoors
34115,40.76518,-74.02026,Light Rail,Travel and Transportation,Transport Hub,Light Rail Station
16796,40.7612521224501,-74.01911973953247,American Restaurant,Dining and Drinking,Restaurant,American Restaurant
21233,40.75863212393393,-74.04358437975178,Drugstore / Pharmacy,Retail,Pharmacy,Pharmacy
29793,40.75989804910463,-74.04221889116762,Salon / Barbershop,Business and Professional Services,Health and Beauty Service,Hair Salon
19130,40.759972,-74.04394,Thrift / Vintage Store,Retail,Vintage and Thrift Store,Vintage and Thrift Store
13902,40.808109496613454,-74.00260398637894,Government Building,Community and Government,Government Building,Government Building
14740,40.75233026625642,-74.02491420342183,Drugstore / Pharmacy,Retail,Pharmacy,Pharmacy
11841,40.752783858657295,-74.02549266815186,Laundry Service,Business and Professional Services,Laundry Service,Laundry Service
15959,40.740221534176776,-74.03006102058606,Paper / Office Supplies Store,Retail,Office Supply Store,Office Supply Store
21824,40.76759450648135,-74.04069274525642,Building,Landmarks and Outdoors,Structure,Structure
2746,40.737188,-74.029756,Bar,Dining and Drinking,Juice Bar,Juice Bar
28773,40.737802,-74.02860595,Clothing Store,Retail,Fashion Retail,Men's Store
25797,40.793746787844775,-74.0125322341919,Electronics Store,Retail,Computers and Electronics Retail,Electronics Store
22311,40.76576139276456,-74.03358395684153,Post Office,Community and Government,Government Building,Post Office
29691,40.66013495000427,-74.10709739818067,Department Store,Retail,Department Store,Department Store
23698,40.66138484786366,-74.10658121109009,Hardware Store,Retail,Hardware Store,Hardware Store
758,40.73528249691621,-73.99040315158283,Park,Landmarks and Outdoors,Park,Park
20391,40.77486986277801,-74.03518474835175,Department Store,Retail,Department Store,Department Store
17291,40.776012,-74.035264,Ice Cream Shop,Dining and Drinking,Dessert Shop,Ice Cream Parlor
16578,40.75407,-74.029299,Gas Station / Garage,Travel and Transportation,Fuel Station,Fuel Station
27155,40.73712479713758,-74.03341756555362,Road,Travel and Transportation,Road,Road
2788,40.737147,-74.030994,Bakery,Dining and Drinking,Bakery,Bakery
8835,40.73668692218256,-74.02913724312761,Post Office,Community and Government,Government Building,Post Office
19199,40.73750137478508,-74.03092167878262,Office,Business and Professional Services,Office,Coworking Space
24473,40.77385996047124,-74.02486830030224,Government Building,Community and Government,Government Building,City Hall
20347,40.77655492980003,-74.01894670523185,Hardware Store,Retail,Hardware Store,Hardware Store
1743,40.753109169578906,-74.02617079702723,American Restaurant,Dining and Drinking,Restaurant,American Restaurant
7340,40.75412687549275,-74.03191429973907,Movie Theater,Arts and Entertainment,Movie Theater,Multiplex
4556,40.79152859345655,-74.0503600413238,Seafood Restaurant,Dining and Drinking,Restaurant,Seafood Restaurant
2550,40.73768631080685,-74.0307610228812,Cuban Restaurant,Dining and Drinking,Restaurant,Caribbean Restaurant
27745,40.80667093765845,-73.98892851126816,Plaza,Landmarks and Outdoors,Plaza,Plaza
9757,40.806661,-73.98907,Electronics Store,Retail,Computers and Electronics Retail,Electronics Store
13032,40.80668,-73.98912675,Clothing Store,Retail,Fashion Retail,Clothing Store
17900,40.74862247391861,-74.0242052078247,Harbor / Marina,Landmarks and Outdoors,Harbor or Marina,Harbor or Marina
30041,40.751994,-74.022128,Harbor / Marina,Landmarks and Outdoors,Harbor or Marina,Harbor or Marina
6502,40.75301246353929,-74.02556258380514,Bar,Dining and Drinking,Bar,Sports Bar
27002,40.78966175282706,-74.00566835256892,Outdoors & Recreation,Landmarks and Outdoors,Landmarks and Outdoors,Landmarks and Outdoors
3177,40.78009362863879,-74.00982869627268,Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant
8010,40.75330943966203,-74.02648064075264,Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant
30023,40.76648607848372,-74.03041675977889,Park,Landmarks and Outdoors,Park,Park
13298,40.94594245478611,-74.07108712821956,Furniture / Home Store,Retail,Furniture and Home Store,Furniture and Home Store
6270,40.955765362782486,-74.07275070409041,Furniture / Home Store,Retail,Furniture and Home Store,Furniture and Home Store
3299,40.917335441802095,-74.0756607055664,Mall,Retail,Shopping Mall,Shopping Mall
32178,40.91929017188917,-74.07553285859275,Department Store,Retail,Department Store,Department Store
10560,40.91977147908391,-74.07540321350098,Department Store,Retail,Department Store,Department Store
21951,40.918691265150215,-74.07711035067221,Gym / Fitness Center,Sports and Recreation,Gym and Studio,Yoga Studio
9453,40.91924496501763,-74.0765195097278,Clothing Store,Retail,Fashion Retail,Clothing Store
2616,40.91922020055109,-74.07471656799316,American Restaurant,Dining and Drinking,Restaurant,American Restaurant
21967,40.67334753512089,-74.11102294921875,City,Landmarks and Outdoors,States and Municipalities,City
7676,40.73606359173575,-74.02938723564148,Train Station,Travel and Transportation,Transport Hub,Rail Station
5084,40.72351860033697,-74.03974056243896,Food & Drink Shop,Retail,Food and Beverage Retail,Grocery Store
17986,40.750579,-74.026839,Deli / Bodega,Dining and Drinking,Restaurant,Deli
6878,40.78138632833578,-74.04604911804199,Electronics Store,Retail,Computers and Electronics Retail,Electronics Store
12338,40.78169863657294,-74.04597682978407,Furniture / Home Store,Retail,Furniture and Home Store,Furniture and Home Store
15012,40.78641009756973,-74.04545473894238,Sandwich Place,Dining and Drinking,Restaurant,Sandwich Spot
25064,40.77023608082586,-74.02928642488385,Hardware Store,Retail,Hardware Store,Hardware Store
10288,40.787202823915294,-74.04624223709106,Burger Joint,Dining and Drinking,Restaurant,Burger Joint
25543,40.78723531687313,-74.0478515625,Furniture / Home Store,Retail,Furniture and Home Store,Furniture and Home Store
34524,40.74270961084259,-73.98751671973855,Synagogue,Community and Government,Spiritual Center,Synagogue
2565,40.75325520385611,-74.02540766125921,Bar,Dining and Drinking,Bar,Bar
2838,40.74246,-74.029347,Breakfast Spot,Dining and Drinking,Breakfast Spot,Breakfast Spot
26091,40.752866316876926,-73.98876782007306,General Entertainment,Arts and Entertainment,General Entertainment,General Entertainment
8036,40.752881387988616,-74.02343273162842,Caf�,Dining and Drinking,"Cafe, Coffee, and Tea House",Café
1698,40.753602376738094,-74.02914871865146,Diner,Dining and Drinking,Restaurant,Diner
9285,40.75291078073457,-74.02447238543715,Gym / Fitness Center,Sports and Recreation,Gym and Studio,Gym
3072,40.74759414057067,-74.02788066908299,American Restaurant,Dining and Drinking,Restaurant,American Restaurant
28182,40.752988,-74.024596,Dessert Shop,Dining and Drinking,Dessert Shop,Dessert Shop
4345,40.8080275486526,-73.98811340332031,Movie Theater,Arts and Entertainment,Movie Theater,Multiplex
15313,40.69476108090823,-73.88005256652832,Cemetery,Community and Government,Cemetery,Cemetery
3084,40.74199029868685,-74.02956183704998,Caf�,Dining and Drinking,"Cafe, Coffee, and Tea House",Café
1466,40.74972602464971,-74.02677327047522,Music Venue,Arts and Entertainment,Performing Arts Venue,Music Venue
7982,40.7515809851416,-74.02665138244629,Food & Drink Shop,Retail,Food and Beverage Retail,Grocery Store
30233,40.73896575770038,-74.0302562713623,General Entertainment,Arts and Entertainment,General Entertainment,General Entertainment
3409,40.738717,-74.030387,Bar,Dining and Drinking,Bar,Bar
21194,40.77941654591276,-74.03543146412521,City,Landmarks and Outdoors,States and Municipalities,City
14183,40.77612179824107,-74.03489112854004,Food & Drink Shop,Retail,Food and Beverage Retail,Grocery Store
34864,40.69603910005389,-73.98482510468361,Cemetery,Community and Government,Cemetery,Cemetery
12924,40.752838629814754,-74.02519535978806,Bank,Business and Professional Services,Financial Service,Banking and Finance
18363,40.74950028768557,-74.02489185333252,Gym / Fitness Center,Sports and Recreation,Gym and Studio,Gym
23207,40.73725819473336,-74.03710109036939,Deli / Bodega,Dining and Drinking,Restaurant,Deli
18232,40.71544564360873,-74.04655629156505,Harbor / Marina,Landmarks and Outdoors,Harbor or Marina,Harbor or Marina
29939,40.71995711544069,-74.04287338256836,Neighborhood,Landmarks and Outdoors,States and Municipalities,Neighborhood
24146,40.71459729018918,-74.03540277626102,Building,Landmarks and Outdoors,Structure,Structure
5422,40.75992610830176,-74.02246410896758,American Restaurant,Dining and Drinking,Restaurant,American Restaurant
9646,40.74638612,-74.030188725,Pizza Place,Dining and Drinking,Restaurant,Pizzeria
3054,40.741503,-74.030671,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop
9697,40.739174,-74.030427,Salon / Barbershop,Business and Professional Services,Health and Beauty Service,Hair Salon
4597,40.73796,-74.033568,Deli / Bodega,Dining and Drinking,Restaurant,Deli
33755,40.73792335255251,-74.03245937841002,Deli / Bodega,Dining and Drinking,Restaurant,Deli
9461,40.69576975606927,-74.1773271560669,Airport,Travel and Transportation,Transport Hub,Airport
18348,40.73088490267309,-74.0643310546875,Plaza,Landmarks and Outdoors,Plaza,Plaza
22220,40.77361051343007,-74.03396263992005,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors,Other Great Outdoors
33359,40.77371596939303,-74.0244781233396,Government Building,Community and Government,Government Building,Government Building
33087,40.74764847532018,-73.99302035242692,Bakery,Dining and Drinking,Bakery,Bakery
2600,40.740553,-74.02990986666667,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop
6920,40.75114634439996,-74.02491420342183,Park,Landmarks and Outdoors,Park,Park
8084,40.76013133908869,-74.04415237421385,Diner,Dining and Drinking,Restaurant,Diner
6332,40.759644143575,-74.02764541913992,Gas Station / Garage,Travel and Transportation,Fuel Station,Fuel Station
9282,40.79637728751655,-73.99628572824868,Diner,Dining and Drinking,Restaurant,Diner
4506,40.81345195022441,-73.98231983184814,Department Store,Retail,Department Store,Department Store
7302,40.78014229404253,-73.98151362034056,Food & Drink Shop,Retail,Food and Beverage Retail,Wine Store
11507,40.81504611845187,-73.95784374357962,Winery,Dining and Drinking,Winery,Winery
17817,40.754384427507325,-74.03290691552048,Gym / Fitness Center,Sports and Recreation,Gym and Studio,Gym
5812,40.730673519047365,-74.03514862060547,Paper / Office Supplies Store,Retail,Office Supply Store,Office Supply Store
34812,40.746736760718505,-73.98262023925781,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors,Other Great Outdoors
24195,40.75076887759041,-74.02514371885391,Parking,Travel and Transportation,Parking,Parking
17453,40.761515333333335,-73.99899291666667,Ferry,Travel and Transportation,Boat or Ferry,Boat or Ferry
35725,40.76317102760133,-73.999866673976,Ferry,Travel and Transportation,Boat or Ferry,Boat or Ferry
2787,40.74038178333333,-74.030363,Sandwich Place,Dining and Drinking,Restaurant,Sandwich Spot
4732,40.681403,-74.004277,Music Venue,Arts and Entertainment,Performing Arts Venue,Music Venue
724,40.772301,-73.955844,BBQ Joint,Dining and Drinking,Restaurant,BBQ Joint
10228,40.6398914387647,-73.96760705922675,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop
16598,40.647114063793936,-73.88337151868886,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop
1335,40.673543,-73.967318,Bar,Dining and Drinking,Bar,Bar
17178,40.67939403103602,-73.96815806053817,Bar,Dining and Drinking,Bar,Whisky Bar
23113,40.59956579225092,-73.90861213927171,Government Building,Community and Government,Government Building,Law Enforcement and Public Safety
19995,40.64736373113119,-73.88369881784091,Caribbean Restaurant,Dining and Drinking,Restaurant,Caribbean Restaurant
4998,40.663418,-73.97707103207607,Park,Landmarks and Outdoors,Park,Park
413,40.66877348361896,-73.9799984680946,Bookstore,Retail,Bookstore,Bookstore
31331,40.67396103632496,-73.95698262276463,Bar,Dining and Drinking,Bar,Whisky Bar
33914,40.673803653358846,-73.95683351928074,Caf�,Dining and Drinking,"Cafe, Coffee, and Tea House",Café
15333,40.68183918319127,-73.96677481467539,Beer Garden,Dining and Drinking,Bar,Beer Garden
22650,40.6671177,-73.9813613,Caf�,Dining and Drinking,"Cafe, Coffee, and Tea House",Café
29740,40.652189483199926,-73.86991158524796,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop
29477,40.6079894239035,-73.96745208982401,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors,Other Great Outdoors
18120,40.61524760016336,-73.97707717494518,School,Community and Government,Education,Education
15145,40.61668771084765,-73.97805859665095,Drugstore / Pharmacy,Retail,Pharmacy,Pharmacy
8314,40.61911818631705,-73.99056411042037,Drugstore / Pharmacy,Retail,Pharmacy,Pharmacy
6957,40.7722274447236,-73.98302876064133,Plaza,Landmarks and Outdoors,Plaza,Plaza
6403,40.77153602090561,-73.98197504172984,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop
21157,40.59112794405122,-73.94521951675415,Neighborhood,Landmarks and Outdoors,States and Municipalities,Neighborhood
28525,40.66672356390917,-73.88247728347778,Neighborhood,Landmarks and Outdoors,States and Municipalities,Neighborhood
13409,40.6581,-73.89071366,Burger Joint,Dining and Drinking,Restaurant,Burger Joint
35011,40.61797788146549,-73.96950111963265,Neighborhood,Landmarks and Outdoors,States and Municipalities,Neighborhood
24397,40.60238639669475,-73.9932632446289,Neighborhood,Landmarks and Outdoors,States and Municipalities,Neighborhood
5542,40.771057319017146,-73.95674168044599,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop
2010,40.58414368954832,-73.93951538728527,American Restaurant,Dining and Drinking,Restaurant,American Restaurant
3357,40.58606020705239,-73.92983436584473,Movie Theater,Arts and Entertainment,Movie Theater,Multiplex
32942,40.6847406780504,-73.99175780205297,Burger Joint,Dining and Drinking,Restaurant,Burger Joint
10501,40.685104,-73.980106,Dessert Shop,Dining and Drinking,Dessert Shop,Dessert Shop
21274,40.593864,-74.08653974533081,Gas Station / Garage,Travel and Transportation,Fuel Station,Fuel Station
16816,40.632356,-74.01249104,Gas Station / Garage,Travel and Transportation,Fuel Station,Fuel Station
2621,40.77138107266706,-73.95646042374283,Bar,Dining and Drinking,Bar,Bar
31492,40.611841,-74.093289,Scenic Lookout,Landmarks and Outdoors,Scenic Lookout,Scenic Lookout
16003,40.62644009732692,-74.17276190554297,Movie Theater,Arts and Entertainment,Movie Theater,Movie Theater
34603,40.60173331778217,-74.11999586359988,Neighborhood,Landmarks and Outdoors,States and Municipalities,Neighborhood
20093,40.619973,-73.989201,Donut Shop,Dining and Drinking,Donut Shop,Donut Shop
31503,40.66093164348044,-73.9936975351119,Bar,Dining and Drinking,Bar,Bar
21749,40.63981002719504,-73.96745208982401,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop
3229,40.68189338566111,-73.96026596439529,Sandwich Place,Dining and Drinking,Restaurant,Sandwich Spot
6496,40.620585680007935,-74.123969,Bar,Dining and Drinking,Bar,Lounge
31275,40.717997,-73.959328,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House",Coffee Shop
17655,40.66911608150882,-73.94283771514893,Neighborhood,Landmarks and Outdoors,States and Municipalities,Neighborhood
19812,40.62134743395915,-73.98773480203505,Drugstore / Pharmacy,Retail,Pharmacy,Pharmacy
24896,40.619334,-73.982827,Design Studio,Business and Professional Services,Design Studio,Design Studio
10996,40.61611954125639,-73.97926958378248,Church,Community and Government,Spiritual Center,Church
16573,40.72770715800347,-73.99750807782347,University,Community and Government,Education,College and University
100,40.72837781084187,-73.99953957113458,Music Venue,Arts and Entertainment,Performing Arts Venue,Music Venue
26389,40.61181829216524,-73.97805285735728,Food & Drink Shop,Retail,Food and Beverage Retail,Grocery Store
35493,40.73752277959516,-73.98527275329975,General Entertainment,Arts and Entertainment,General Entertainment,General Entertainment
8162,40.60323393447623,-73.97238004439811,Subway,Travel and Transportation,Transport Hub,Metro Station
35975,40.593402916024,-73.96476593370986,Neighborhood,Landmarks and Outdoors,States and Municipalities,Neighborhood
30642,40.665156,-73.890951,High School,Community and Government,Education,Primary and Secondary School
25739,40.62098150778056,-73.97536684912832,Train Station,Travel and Transportation,Transport Hub,Rail Station
33910,40.69255611821775,-73.98887112157107,Bakery,Dining and Drinking,Bakery,Bakery
6159,40.69342491338439,-73.99171189097369,University,Community and Government,Education,College and University
1572,40.6900704427107,-73.99358275855394,Middle Eastern Restaurant,Dining and Drinking,Restaurant,Middle Eastern Restaurant
17465,40.63554789052744,-73.97815704345703,Subway,Travel and Transportation,Transport Hub,Metro Station
16070,40.733176,-73.810405,Bowling Alley,Arts and Entertainment,Bowling Alley,Bowling Alley
4727,40.713517,-73.961712,Bar,Dining and Drinking,Bar,Bar
1481,40.71360004181956,-73.96191895008087,Burger Joint,Dining and Drinking,Restaurant,Burger Joint
5962,40.61182864045151,-73.98304023893135,Japanese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant
3851,40.640421808088185,-73.96586221134632,American Restaurant,Dining and Drinking,Restaurant,American Restaurant
14022,40.57514126948244,-73.98150444030762,Hot Dog Joint,Dining and Drinking,Restaurant,Hot Dog Joint
31663,40.64431238329877,-73.87733648365906,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors,Other Great Outdoors
36578,40.665288,-73.890154,Hardware Store,Retail,Hardware Store,Hardware Store
14618,40.646912825528815,-73.88391494750977,Hobby Shop,Retail,Hobby Store,Hobby Store
10772,40.585816404689496,-73.96542025723774,Medical Center,Health and Medicine,Hospital,Hospital
13447,40.616911,-73.97674083709717,Miscellaneous Shop,Retail,Miscellaneous Store,Miscellaneous Store
18505,40.60287514330199,-73.90108108520508,Bridge,Landmarks and Outdoors,Bridge,Bridge
1859,40.67969421204972,-73.97425174713135,Sushi Restaurant,Dining and Drinking,Restaurant,Asian Restaurant
9848,40.59694477642726,-73.98532390594482,Sandwich Place,Dining and Drinking,Restaurant,Sandwich Spot
10866,40.762539,-73.9719,Gym / Fitness Center,Sports and Recreation,Gym and Studio,Gym and Studio
10843,40.76020331774989,-73.96292348447781,Gym / Fitness Center,Sports and Recreation,Gym and Studio,Gym
6587,40.7199434551993,-74.00856625671392,Chinese Restaurant,Dining and Drinking,Restaurant,Asian Restaurant
20282,40.751681351467546,-73.97256601428734,Steakhouse,Dining and Drinking,Restaurant,Steakhouse
1857,40.76346247057747,-73.97400498390198,Department Store,Retail,Department Store,Department Store
6036,40.7622718722179,-73.97446576531758,Clothing Store,Retail,Fashion Retail,Fashion Accessories Store
31096,40.759154333333335,-73.962321,Sushi Restaurant,Dining and Drinking,Restaurant,Asian Restaurant
10512,40.75440977331381,-73.96574167850812,Greek Restaurant,Dining and Drinking,Restaurant,Greek Restaurant
2684,40.72180301361468,-73.99981399503366,Clothing Store,Retail,Fashion Retail,Clothing Store
8457,40.721725,-73.999957,Clothing Store,Retail,Fashion Retail,Clothing Store
18413,40.7480271911147,-73.93975074517627,Deli / Bodega,Dining and Drinking,Restaurant,Deli
12263,40.78800295837771,-73.88452112674713,Building,Landmarks and Outdoors,Structure,Structure
29875,40.78850252982832,-73.88357162475586,Bus Station,Travel and Transportation,Transport Hub,Bus Station
4154,40.70891570443781,-74.0090884486332,Indian Restaurant,Dining and Drinking,Restaurant,Indian Restaurant
25659,40.70840115230939,-74.00800963298805,Building,Landmarks and Outdoors,Structure,Structure
20557,40.75008006611382,-73.93889541878895,Bus Station,Travel and Transportation,Transportation Service,Public Transportation
37911,40.757643896260056,-73.98590326309204,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors,Other Great Outdoors
23687,40.73600668525516,-73.99407863616943,Bookstore,Retail,Bookstore,Bookstore
515,40.765006420148175,-73.98313522338867,Bar,Dining and Drinking,Bar,Pub
21363,40.80422125554961,-73.9383787768597,Bus Station,Travel and Transportation,Transportation Service,Public Transportation
29283,40.76861327092905,-73.86349711969726,Airport,Travel and Transportation,Transport Hub,Airport
7710,40.77025558040047,-73.86387348175049,Airport,Travel and Transportation,Transport Hub,Airport
34559,40.77140039098659,-73.8635947451832,Airport,Travel and Transportation,Transport Hub,Airport
35765,40.77130126953125,-73.86402130126953,Airport,Travel and Transportation,Transport Hub,Airport
29086,40.7512292,-73.9837417,Building,Landmarks and Outdoors,Structure,Structure
33371,40.751283662418,-73.98395276079304,Building,Landmarks and Outdoors,Structure,Structure
26451,40.745421151966646,-73.978512000309,Bus Station,Travel and Transportation,Transportation Service,Public Transportation
35876,40.81193542480469,-73.94095611572266,Building,Landmarks and Outdoors,Structure,Structure
4617,40.80841734079853,-73.9451551437378,Gym / Fitness Center,Sports and Recreation,Gym and Studio,Gym
29382,40.808450515317375,-73.94511797552862,Gym / Fitness Center,Sports and Recreation,Gym and Studio,Gym
36086,40.7075546809466,-74.00573147570121,Post Office,Community and Government,Government Building,Post Office
5530,40.80448308603994,-73.94392399490886,Park,Landmarks and Outdoors,Park,Park
22889,40.709207388888885,-74.008947,Miscellaneous Shop,Retail,Miscellaneous Store,Miscellaneous Store
8467,40.70728938673624,-74.00829655263671,Deli / Bodega,Dining and Drinking,Restaurant,Deli
35501,40.732733511512414,-73.96397959460232,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors,Other Great Outdoors
10846,40.75418129107015,-73.98693707874614,Drugstore / Pharmacy,Retail,Pharmacy,Pharmacy
18251,40.7513102,-73.983793,Caf�,Dining and Drinking,"Cafe, Coffee, and Tea House",Café
25975,40.733014961731286,-73.99821996688843,Gastropub,Dining and Drinking,Restaurant,Gastropub
23130,40.73304956949406,-74.00011343539899,Bus Station,Travel and Transportation,Transport Hub,Bus Station
26847,40.74278378341825,-73.99265306590263,Food & Drink Shop,Retail,Food and Beverage Retail,Farmers Market
33261,40.751239605596666,-73.99161432989371,Department Store,Retail,Department Store,Department Store
32463,40.76717303145708,-73.94378048712693,General Entertainment,Arts and Entertainment,General Entertainment,General Entertainment
7767,40.80682294960347,-73.94320645493518,Cosmetics Shop,Retail,Cosmetics Store,Cosmetics Store
20973,40.805878705023176,-73.94530166420085,Spa / Massage,Business and Professional Services,Health and Beauty Service,Spa
14337,40.76046708830551,-73.96954703601735,Spa / Massage,Business and Professional Services,Health and Beauty Service,Spa
1938,40.75234609858383,-73.99408777489505,Movie Theater,Arts and Entertainment,Movie Theater,Multiplex
488,40.76087983002029,-73.99033561348915,American Restaurant,Dining and Drinking,Restaurant,American Restaurant
1506,40.72931421039228,-73.98930154388093,Bar,Dining and Drinking,Bar,Karaoke Bar
849,40.779412,-73.983738,Caribbean Restaurant,Dining and Drinking,Restaurant,Caribbean Restaurant
10414,40.76293,-73.97683038390369,Steakhouse,Dining and Drinking,Restaurant,Steakhouse
8720,40.762200913426256,-73.97720917932575,Bar,Dining and Drinking,Bar,Pub
18857,40.73900479825848,-73.9833845873129,Taxi,Travel and Transportation,Transportation Service,Taxi
34966,40.81780414338999,-73.85728597640991,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors,Other Great Outdoors
35357,40.79849243164063,-73.94158935546875,Moving Target,Travel and Transportation,Moving Target,Moving Target
7293,40.75507535144116,-73.995028938163,Mexican Restaurant,Dining and Drinking,Restaurant,Mexican Restaurant
28267,40.73977169748964,-73.98540475205147,Salon / Barbershop,Business and Professional Services,Health and Beauty Service,Hair Salon
6093,40.739023,-73.983639,Thrift / Vintage Store,Retail,Vintage and Thrift Store,Vintage and Thrift Store
8526,40.75123778658213,-73.98355676127223,Bar,Dining and Drinking,Bar,Pub
29387,40.808261975,-73.945189675,Gym / Fitness Center,Sports and Recreation,Gym and Studio,Gym
660,40.80346042701144,-73.94865395183183,Southern / Soul Food Restaurant,Dining and Drinking,Restaurant,Southern Food Restaurant
26558,40.80443512361041,-73.95085816408621,Gym / Fitness Center,Sports and Recreation,Gym and Studio,Gym and Studio
3520,40.70833915788416,-74.00792355700952,Food & Drink Shop,Retail,Food and Beverage Retail,Grocery Store
19508,40.80139055983117,-73.94778718440053,Miscellaneous Shop,Retail,Miscellaneous Store,Miscellaneous Store
7248,40.80211254012564,-73.94946331393868,Drugstore / Pharmacy,Retail,Pharmacy,Pharmacy
6558,40.81407898473957,-73.94262094034586,School,Community and Government,Education,Education
12340,40.73639443058665,-73.99407629726569,Salon / Barbershop,Business and Professional Services,Health and Beauty Service,Hair Salon
574,40.77818541376857,-73.97871494293213,Italian Restaurant,Dining and Drinking,Restaurant,Italian Restaurant
30586,40.7520198739458,-73.98174047470093,Library,Community and Government,Library,Library
35861,40.74706188749892,-73.98133277893065,Scenic Lookout,Landmarks and Outdoors,Scenic Lookout,Scenic Lookout
20416,40.777253,-73.957371,Burger Joint,Dining and Drinking,Restaurant,Burger Joint
