,venueID,category,nearby_same_category,total_nearby
20910,24410,Cosmetics Store,1,167
20912,32459,Spiritual Center,8,456
20914,4149,"Cafe, Coffee, and Tea House",236,4879
20917,7771,Food and Beverage Retail,94,4977
20920,28111,States and Municipalities,7,461
20924,30277,Restaurant,36,164
20929,33979,Education,105,3241
20930,26524,Dessert Shop,62,4455
20935,19281,Fashion Retail,208,5064
20938,29026,"Cafe, Coffee, and Tea House",3,69
20939,8797,"Cafe, Coffee, and Tea House",229,4750
20941,22050,Miscellaneous Store,2,186
20944,21103,Education,105,3239
20946,7415,"Cafe, Coffee, and Tea House",219,4476
20950,19021,Pharmacy,8,219
20953,5747,Bakery,48,3364
20954,18016,Government Building,4,147
20957,6524,Health and Beauty Service,116,4724
20959,30646,"Cafe, Coffee, and Tea House",100,2046
20960,782,Restaurant,509,1823
20961,14727,Education,60,2180
20962,1104,Restaurant,498,1767
20964,943,Bar,109,1628
20968,8445,"Cafe, Coffee, and Tea House",124,2629
20974,21683,Government Building,62,3323
20977,3413,Restaurant,496,1760
20987,27607,Pharmacy,23,2032
20990,12367,Zoo,13,308
20991,14208,Zoo,13,312
20992,30557,Zoo,13,317
20993,13979,Arcade,7,1757
20996,11830,Arcade,7,2076
20997,1159,Bar,404,4759
21000,27396,Bar,544,4679
21001,393,Restaurant,797,2824
21002,32973,Lodging,24,2478
21003,32211,Pier,3,2255
21004,4929,"Cafe, Coffee, and Tea House",91,1833
21007,24166,Restaurant,476,1668
21011,1741,Bar,236,2611
21019,7829,Restaurant,71,318
21021,33189,Food Truck,34,2300
21022,3326,Plaza,15,2224
21025,11341,Cosmetics Store,20,2373
21030,6865,Restaurant,641,2255
21037,5137,Restaurant,728,2624
21042,6407,Education,11,229
21047,33629,Food Truck,61,5005
21048,4284,Bar,168,2207
21054,4053,Lodging,3,1197
21055,16242,Bar,90,1099
21056,131,Bar,498,4350
21060,26402,Structure,19,1076
21061,4100,Restaurant,291,1110
21062,23586,Structure,1,77
21063,19727,"Cafe, Coffee, and Tea House",4,155
21064,15119,Government Building,1,136
21065,12700,Restaurant,32,158
21067,10862,Restaurant,31,155
21068,25746,Structure,7,209
21075,16098,Health and Beauty Service,3,152
21083,13563,Park,2,121
21084,36112,Dentist,0,71
21085,13661,Pharmacy,2,72
21086,15937,"Cafe, Coffee, and Tea House",1,72
21087,20700,Government Building,3,88
21088,23038,Laundry Service,2,73
21090,2577,Restaurant,343,1341
21091,13540,Bar,26,386
21093,27065,Restaurant,188,847
21095,23166,Restaurant,14,71
21099,29077,Restaurant,23,82
21104,24172,Bar,68,643
21106,2825,Bakery,3,261
21110,8290,Restaurant,71,255
21111,24924,Restaurant,75,264
21115,11007,Restaurant,50,266
21121,28585,Restaurant,283,1058
21123,4112,Plaza,16,5502
21129,31987,Restaurant,290,1104
21131,27486,Physician,2,224
21142,33117,Bar,27,363
21143,3237,Bar,719,6443
21147,4141,Gym and Studio,21,1159
21156,1983,Bar,130,1031
21161,13312,Bar,37,383
21163,949,Restaurant,81,275
21166,1872,Bar,633,6584
21180,31706,Performing Arts Venue,16,360
21184,399,Bar,580,4978
21198,801,Restaurant,2015,6664
21201,36914,Bar,32,374
21207,1391,Bar,541,4945
21208,24513,Lodging,115,4918
21218,7932,Lodging,118,5043
21232,11120,Bookstore,0,158
21234,37499,Bakery,1,138
21235,29334,Retail,0,146
21242,19182,Restaurant,47,236
21246,10054,Government Building,9,229
21247,16108,Hardware Store,0,228
21249,11400,Library,1,243
21255,12293,Restaurant,30,146
21262,12194,Food and Beverage Retail,6,117
21265,29085,Restaurant,134,418
21269,18862,Restaurant,222,876
21272,13718,Food and Beverage Retail,6,147
21273,10313,Bar,9,232
21286,28689,Zoo,0,207
21287,29708,Education,25,208
21288,36062,Physician,3,128
21296,23615,Restaurant,46,227
21319,37432,Dessert Shop,4,128
21326,33271,Laundry Service,3,229
21331,23454,Restaurant,1878,6006
21343,33355,Emergency Service,0,2365
21344,19999,Laundry Service,12,661
21349,13207,Education,76,3782
21350,8656,Restaurant,1910,6336
21354,13442,Restaurant,145,571
21357,19824,Fashion Retail,10,681
21358,19880,Restaurant,163,629
21361,33959,Education,74,3719
21364,10069,Fashion Retail,290,6194
21367,18904,Education,75,3747
21368,4312,"Cafe, Coffee, and Tea House",248,5140
21370,31336,Other Great Outdoors,37,5010
21373,34357,Fashion Retail,248,5883
21379,23681,Structure,5,685
21380,32543,Pet Supplies Store,5,886
21381,34327,General Entertainment,80,4480
21386,12659,Miscellaneous Store,5,703
21387,27057,Computers and Electronics Retail,8,673
21388,23794,Restaurant,180,666
21389,16772,Medical Center,1,685
21394,17660,Restaurant,168,650
21401,23535,Restaurant,21,78
21402,5194,Fashion Retail,10,709
21406,15999,Bar,76,700
21414,16565,Restaurant,95,446
21428,11684,Fashion Retail,233,5625
21444,1841,Restaurant,256,901
21445,13001,Restaurant,261,915
21465,4261,Hospital,6,2410
21466,31163,Food and Beverage Retail,52,650
21467,5847,Restaurant,142,567
21468,9637,Restaurant,93,437
21473,3212,Bookstore,25,6591
21474,4505,Restaurant,2000,6602
21475,30321,Gym and Studio,96,4934
21476,938,Gym and Studio,123,5482
21480,23120,Office,121,6687
21484,25637,Financial Service,101,5608
21486,3308,Gym and Studio,21,1170
21488,3004,Lodging,27,3171
21489,7714,Hospital,9,917
21490,1000,Bar,514,4590
21492,2382,Gym and Studio,138,5967
21500,19628,Gym and Studio,102,4237
21512,11647,Food and Beverage Retail,26,709
21513,5578,"Cafe, Coffee, and Tea House",25,524
21516,34304,Gym and Studio,14,665
21518,17902,Vintage and Thrift Store,1,912
21519,22653,Gym and Studio,120,5420
21520,14173,Food and Beverage Retail,117,5829
21521,6850,Fashion Retail,263,5782
21522,9417,Food and Beverage Retail,42,1027
21523,6357,Sporting Goods Retail,6,961
21524,33768,Flea Market,1,947
21526,17111,Restaurant,176,585
21529,25968,Miscellaneous Store,10,484
21532,18040,Bar,40,995
21533,18434,Bar,89,1086
21535,6679,Bar,93,736
21537,9292,Gym and Studio,158,6651
21541,1673,Bar,529,5243
21542,2383,Breakfast Spot,5,609
21548,34085,Restaurant,213,911
21552,26857,Food Truck,5,987
21556,585,Restaurant,327,1132
21558,23225,Food and Beverage Retail,111,5932
21559,25409,Vintage and Thrift Store,23,6019
21564,2266,Bakery,33,2410
21566,18516,Park,61,962
21567,7430,Restaurant,350,1357
21569,7284,Restaurant,180,818
21572,31197,Restaurant,1798,5816
21577,9806,Gym and Studio,154,6600
21579,4603,Gym and Studio,56,3242
21584,2276,Bar,579,6317
21589,32036,Laundry Service,12,866
21597,11959,Physician,28,5126
21601,24614,Gym and Studio,153,6536
21605,30696,Computers and Electronics Retail,38,4957
21625,31609,Gym and Studio,155,5888
21626,34370,"Cafe, Coffee, and Tea House",322,6669
21630,969,Bar,708,6691
21644,12939,Restaurant,288,1054
21648,22170,Education,60,3187
21650,22843,Bar,146,2140
21658,6976,Financial Service,25,1905
21659,24870,Food and Beverage Retail,50,949
21661,20522,Structure,20,967
21680,426,Restaurant,496,1786
21681,12567,Park,41,809
21685,21002,Park,39,782
21705,7870,"Cafe, Coffee, and Tea House",164,3133
21718,10514,Pharmacy,60,3310
21719,5787,"Cafe, Coffee, and Tea House",162,3035
21724,7161,Library,0,114
21725,15967,Restaurant,31,127
21731,18137,Donut Shop,1,136
21732,16419,Government Building,2,104
21733,22921,Dessert Shop,2,135
21734,14810,Department Store,14,274
21735,15037,Department Store,14,274
21736,10576,Cosmetics Store,4,273
21737,27990,Fashion Retail,40,275
21738,7407,Plaza,34,5917
21741,13344,Restaurant,13,83
21743,6538,Restaurant,31,135
21748,20970,Board Store,0,272
21749,12208,Juice Bar,0,269
21759,5243,"Cafe, Coffee, and Tea House",238,5341
21760,10030,Pharmacy,73,5960
21769,10469,"Cafe, Coffee, and Tea House",3,112
21777,26408,Health and Beauty Service,3,132
21779,18702,Food and Beverage Retail,10,136
21781,11187,Education,4,115
21782,7223,Restaurant,15,67
21785,15720,Restaurant,22,106
21786,7156,Restaurant,20,101
21787,34226,Spiritual Center,1,30
21788,26160,Restaurant,32,128
21796,29749,Soccer,0,115
21799,8768,Restaurant,31,136
21818,11237,Restaurant,30,135
21819,19201,Fashion Retail,1,104
21823,1726,Restaurant,1629,5575
21824,1152,Restaurant,312,1086
21826,5896,Restaurant,1773,5721
21827,1712,Movie Theater,22,4304
21828,5688,Restaurant,1671,5426
21830,34108,Planetarium,0,79
21837,3080,Bar,396,4757
21840,21617,Bar,15,322
21842,27753,Restaurant,1329,4708
21843,5051,Restaurant,1287,4533
21847,10046,Fashion Retail,21,1206
21848,25290,Health and Beauty Service,17,776
21849,19588,Bar,50,732
21853,33319,Bar,57,760
21862,14313,Bar,37,554
21864,9576,Restaurant,1272,4277
21866,1876,Restaurant,336,1190
21869,6837,Restaurant,703,2599
21870,3554,Dessert Shop,50,3314
21874,35334,Sporting Goods Retail,5,740
21878,28302,Dessert Shop,15,767
21890,1350,Restaurant,296,1035
21892,30191,Bar,34,474
21893,22919,Farm,0,497
21894,5257,Cemetery,0,423
21896,26355,Park,18,701
21903,30836,Structure,132,5652
21907,165,Bar,219,2995
21910,11407,Food and Beverage Retail,20,338
21919,6815,Restaurant,23,67
21920,3137,Museum,24,5118
21931,27913,Restaurant,232,778
21932,2019,Performing Arts Venue,2,361
21933,15528,Restaurant,83,385
21936,29246,Restaurant,196,710
21937,5538,Gym and Studio,16,672
21938,7185,Bakery,5,675
21947,18466,Health and Beauty Service,27,655
21951,15011,Restaurant,195,702
21968,12372,Bakery,7,701
21972,9299,Gym and Studio,51,1996
21974,970,Restaurant,141,562
21993,34150,Beach,3,5086
21995,1820,Museum,2,299
22004,3257,Gym and Studio,52,1800
22011,9815,Bar,72,691
22013,35161,Other Great Outdoors,5,685
22014,25994,Automotive Shop,6,3824
22016,14974,Gym and Studio,16,675
22024,6392,Restaurant,197,708
22034,5860,Restaurant,1729,5545
22038,26243,Park,11,670
22039,30553,"Cafe, Coffee, and Tea House",33,655
22040,14319,Food and Beverage Retail,42,643
22042,33290,Dessert Shop,5,581
22049,12464,Food and Beverage Retail,47,677
22052,9924,Restaurant,195,692
22057,6657,Food and Beverage Retail,9,259
22074,11828,Hospital,1,637
22085,9501,Restaurant,197,709
22089,19423,Medical Center,1,373
22124,1598,Restaurant,849,2945
22136,23335,Government Building,53,6684
22140,19925,Restaurant,973,3429
22141,4027,Restaurant,1225,4212
22156,10051,Performing Arts Venue,184,3448
22157,10173,Performing Arts Venue,210,4926
22159,11734,Fashion Retail,233,4963
22160,10056,Fashion Retail,233,5147
22162,7568,Education,44,1576
22163,616,Performing Arts Venue,205,4820
22165,177,Restaurant,1140,3970
22166,2660,Performing Arts Venue,200,4382
22167,2270,Education,80,4108
22169,10722,Health and Beauty Service,99,4445
22170,8204,Performing Arts Venue,216,5537
22178,4605,Museum,30,4529
22180,5306,Financial or Legal Service,6,4566
22181,15911,Office Supply Store,13,4545
22182,37497,General Entertainment,65,4038
22183,13270,Park,84,4012
22186,203,Restaurant,695,2518
22196,17683,Dessert Shop,54,3772
22198,3561,Gym and Studio,157,6472
22203,4358,Movie Theater,21,4982
22204,535,Restaurant,1396,4815
22206,16624,Structure,55,2865
22207,14684,Plaza,26,3573
22210,17048,Music Store,2,4676
22227,16799,Restaurant,458,1602
22228,9405,Fashion Retail,55,1566
22229,29469,Miscellaneous Store,12,1854
22231,3830,Restaurant,1975,6485
22232,17958,Performing Arts Venue,213,5287
22244,3239,Performing Arts Venue,186,3486
22245,8865,Pet Supplies Store,13,3117
22247,1409,Performing Arts Venue,13,1245
22248,8542,Dessert Shop,32,1406
22251,132,Performing Arts Venue,183,3166
22275,3302,Performing Arts Venue,186,3503
22285,6309,Performing Arts Venue,223,6660
22296,25986,Structure,110,4555
22302,5293,Government Building,64,3624
22325,1837,Performing Arts Venue,215,5515
22326,2313,General Entertainment,41,4512
22327,1251,Restaurant,1806,5826
22333,516,Performing Arts Venue,217,5478
22337,2306,Performing Arts Venue,194,3739
22339,2855,Dessert Shop,89,5500
22340,642,"Cafe, Coffee, and Tea House",64,1529
22341,2551,Lodging,93,4047
22343,21374,Performing Arts Venue,66,2848
22348,5169,Pharmacy,60,4043
22350,1237,"Cafe, Coffee, and Tea House",130,2920
22351,37480,Education,167,6085
22353,5610,Gym and Studio,106,4184
22357,18649,Restaurant,1327,4594
22366,11196,Performing Arts Venue,208,5008
22367,2837,Bar,370,4520
22369,32960,Performing Arts Venue,205,4927
22386,21925,Plaza,28,3899
22392,8401,Performing Arts Venue,215,5515
22399,3155,Performing Arts Venue,218,5582
22412,3260,Restaurant,782,2858
22418,19118,Financial Service,33,2666
22421,36964,Dessert Shop,58,4278
22429,29289,Public Art,1,3991
22433,7920,Education,78,3941
22434,30953,Education,78,3877
22440,4765,Restaurant,1292,4582
22441,8549,Performing Arts Venue,212,5342
22453,3358,Gym and Studio,146,6178
22459,7004,Structure,95,5626
22460,1595,Restaurant,257,869
22482,2103,Performing Arts Venue,156,5070
22485,2794,"Cafe, Coffee, and Tea House",46,864
22486,34466,Health and Beauty Service,109,4416
22497,6178,Restaurant,257,864
22498,1332,Performing Arts Venue,121,4703
22499,1699,Restaurant,1355,4255
22536,509,Restaurant,1733,5763
22537,821,Restaurant,1869,5964
22546,479,Performing Arts Venue,212,6432
22551,36176,Restaurant,1900,6164
22555,11508,Fashion Retail,309,6529
22557,25084,Restaurant,1288,4551
22558,688,Brewery,4,5173
22566,2474,Bar,535,4614
22567,3022,Restaurant,476,1848
22568,35313,Performing Arts Venue,218,5565
22570,7998,Event Space,60,6534
22572,2404,Restaurant,506,1940
22574,918,Bar,605,5269
22575,25511,Pharmacy,40,2601
22576,465,Restaurant,1997,6564
22586,1021,Night Club,31,4235
22592,2734,Bar,184,2621
22593,343,Bar,56,1179
22594,1225,Bar,42,992
22599,33209,Food Truck,36,3025
22600,44,Bar,624,5417
22604,1100,Bar,551,4754
22606,22028,Restaurant,1387,4869
22609,25352,Restaurant,281,1041
22610,1230,Bar,44,924
22611,1231,Bar,47,1009
22619,779,Restaurant,1871,5979
22623,23499,Restaurant,1663,5393
22624,6855,Bar,687,6010
22625,236,Restaurant,1516,4866
22629,328,Bar,649,5599
22634,33150,Restaurant,1677,5416
22637,5390,Snack Place,8,6141
22642,2320,Bar,443,5338
22659,12848,Restaurant,1897,6212
22660,13246,Restaurant,113,517
22671,2473,Restaurant,1482,5027
22672,36412,Art Gallery,91,4837
22673,36078,Fair,1,4551
22675,22725,Performing Arts Venue,144,5069
22677,27315,Restaurant,1784,5903
22681,8069,Health and Beauty Service,187,5861
22682,297,Lodging,33,4634
22687,36247,"Cafe, Coffee, and Tea House",14,529
22688,22973,Arts and Crafts Store,18,5814
22690,12415,General Travel,4,84
22691,34178,Restaurant,19,80
22694,226,Bar,702,6188
22695,2913,Bar,719,6321
22701,31113,Scenic Lookout,22,4797
22704,35603,Bar,453,4701
22705,8739,Health and Beauty Service,163,5433
22712,17475,Education,173,5660
22717,2479,"Cafe, Coffee, and Tea House",266,5820
22719,23494,Spiritual Center,6,460
22721,2455,Restaurant,136,627
22722,32637,Bar,26,535
22723,8968,Restaurant,119,565
22724,5251,Restaurant,244,842
22725,2499,Breakfast Spot,5,1071
22729,29050,Restaurant,1390,4726
22733,1520,Bar,632,5437
22735,6284,Restaurant,96,453
22740,34556,States and Municipalities,6,505
22754,17113,Education,26,527
22755,15388,Education,40,567
22760,532,Restaurant,1212,3815
22765,6497,Structure,24,1280
22766,2931,Lodging,10,1269
22767,6311,Restaurant,231,921
22775,3989,Bar,590,5137
22776,2335,Bar,667,5670
22777,590,Bar,679,5862
22801,24141,Computers and Electronics Retail,0,95
22805,2475,Restaurant,2123,6757
22808,7452,Restaurant,1851,6029
22809,7081,Art Gallery,86,5110
22811,16474,Field,2,834
22812,24742,Bridge,14,2990
22813,444,Restaurant,235,826
22817,22624,Bar,493,4227
22819,7274,Lodging,105,4408
22823,20355,Restaurant,94,456
22841,31560,Restaurant,302,1106
22842,32536,Monument,4,3450
22843,29739,Food Truck,58,4769
22844,24750,Event Space,51,4777
22845,3130,Bar,390,4715
22852,16576,Night Club,2,577
22853,33104,Fashion Retail,6,582
22859,14565,Office,101,4500
22860,30535,Education,65,3291
22872,12639,Bar,492,5040
22873,14890,Art Gallery,86,5057
22875,9197,Spiritual Center,32,5708
22877,713,Restaurant,1536,5313
22884,22605,States and Municipalities,19,6029
22901,247,Restaurant,1775,5686
22902,7638,Education,40,1084
22903,34472,States and Municipalities,10,1146
22904,26588,Physician,2,771
22928,27443,Financial Service,17,1288
22930,20660,Park,7,352
22935,37399,Financial Service,7,203
22936,22689,Fashion Retail,205,4660
22938,14645,Donut Shop,15,4769
22939,35655,Miscellaneous Store,0,132
22955,4618,Bookstore,0,217
22978,36365,Restaurant,50,211
22979,26366,Computers and Electronics Retail,2,117
22980,27069,Restaurant,25,115
22981,9304,Fashion Retail,4,114
22982,20721,Fashion Retail,4,117
22983,35259,Education,62,1301
22985,16063,Plaza,12,1176
22986,12255,Restaurant,61,232
22990,19756,Miscellaneous Store,4,252
22991,36530,Moving Target,1,44
23005,33230,Restaurant,85,332
23006,4858,Breakfast Spot,3,522
23016,4447,Restaurant,1957,6413
23022,9180,Boutique,21,4493
23038,36571,Convenience Store,1,211
23039,15542,Education,23,217
23063,20724,Fuel Station,7,125
23064,2535,Fashion Retail,318,6626
23065,8480,Fashion Retail,310,6446
23071,10126,Donut Shop,0,111
23072,28973,Fuel Station,2,118
23074,37507,Financial Service,9,255
23075,30835,Food Truck,63,5061
23076,6029,Restaurant,1498,4755
23080,1282,Restaurant,1743,5524
23081,5604,Food and Beverage Retail,79,5005
23082,411,Bar,529,4658
23084,718,Bar,541,4777
23087,3555,Restaurant,1711,5477
23088,19221,General Entertainment,62,5585
23091,33515,Restaurant,483,1885
23092,18177,Computers and Electronics Retail,44,5885
23093,3038,Restaurant,1386,4869
23096,985,Bar,619,5275
23097,10402,Restaurant,1767,6025
23107,33451,Bar,522,4539
23111,7193,Restaurant,1617,5314
23113,15358,Event Space,63,6579
23117,1560,Food and Beverage Retail,103,4855
23124,3591,Restaurant,1522,5262
23127,35577,Food Court,3,4643
23128,514,Bar,539,4752
23136,6501,Museum,30,1588
23137,4381,Dessert Shop,31,1967
23138,18940,Restaurant,1393,4647
23139,2035,Breakfast Spot,11,5296
23145,7849,Restaurant,1656,5295
23154,4243,Restaurant,1419,4718
23155,29178,Restaurant,1424,4729
23158,1404,Restaurant,1625,5337
23159,5671,Restaurant,1631,5251
23161,14615,Lodging,35,4910
23162,3627,Restaurant,1587,5039
23165,19973,Park,64,1740
23166,6910,"Cafe, Coffee, and Tea House",71,1469
23178,3629,Gym and Studio,36,2051
23179,19934,Cemetery,2,1996
23182,10711,Gym and Studio,33,1836
23183,18759,Donut Shop,10,1914
23200,3664,Restaurant,536,1852
23203,16299,Museum,1,469
23206,34738,Bar,133,1883
23246,7696,Restaurant,556,1932
23247,3495,"Cafe, Coffee, and Tea House",288,6207
23254,16506,Bridge,2,1093
23259,37534,Juice Bar,3,2044
23261,5898,Restaurant,326,1169
23262,23197,Dessert Shop,24,1452
23263,14261,Field,2,1365
23264,2121,Bar,438,5233
23265,43,Bar,84,1660
23267,23790,Park,67,1098
23268,28672,Health and Beauty Service,179,6619
23269,4196,"Cafe, Coffee, and Tea House",309,6595
23271,606,Bar,414,4950
23272,16611,Structure,20,1214
23274,3979,Sporting Goods Retail,32,6184
23275,3048,Restaurant,403,1499
23277,18902,Dessert Shop,34,2126
23278,5908,Bar,683,6541
23281,7109,Pharmacy,74,4918
23287,36212,Sports and Recreation,7,3783
23295,30405,Bakery,65,5434
23297,28188,Park,94,3766
23302,14421,Restaurant,281,1039
23304,4191,Restaurant,907,3188
23306,35143,Race Track,2,4017
23316,30703,Health and Beauty Service,19,990
23317,30337,Night Club,41,6083
23321,6433,Restaurant,1438,4976
23325,7074,Restaurant,278,1080
23327,9147,Fashion Retail,227,5589
23328,8051,Sporting Goods Retail,42,5749
23329,18658,Other Great Outdoors,21,2822
23330,7795,Restaurant,1329,4614
23331,3634,Restaurant,1451,4959
23332,739,Bar,87,1423
23340,26354,Sporting Goods Retail,11,1484
23343,36566,Restaurant,1447,4956
23345,2154,Restaurant,1138,3800
23347,4753,"Cafe, Coffee, and Tea House",68,1406
23349,25291,Office,112,6700
23361,11606,"Cafe, Coffee, and Tea House",324,6719
23371,15151,Boutique,49,4937
23372,3636,Gym and Studio,11,427
23377,16649,Hospital,2,970
23380,9631,Restaurant,1515,5062
23382,2058,Restaurant,76,326
23384,4561,Restaurant,104,448
23385,33021,Restaurant,92,363
23386,24477,Juice Bar,2,425
23392,23755,Restaurant,1679,5798
23393,24150,Restaurant,237,979
23395,11504,Education,161,6387
23396,211,Restaurant,1500,5161
23403,2217,Restaurant,102,425
23409,2040,Restaurant,257,864
23411,14235,"Cafe, Coffee, and Tea House",213,4312
23412,3784,Baseball,1,4373
23416,7923,Restaurant,2028,6623
23419,30952,Restaurant,1595,5515
23420,1854,Performing Arts Venue,180,6517
23421,23797,Restaurant,1938,6320
23422,29502,Arts and Entertainment,6,5783
23428,23332,Office,101,5284
23429,4946,Restaurant,104,448
23432,7399,Bar,536,5959
23435,2989,"Cafe, Coffee, and Tea House",322,6681
23437,18,Restaurant,1618,5165
23444,2080,Event Space,45,4958
23451,31857,Restaurant,1760,5819
23455,16907,Education,2,79
23456,12006,Restaurant,13,77
23458,9774,Restaurant,32,134
23459,21387,Baseball,2,116
23461,19707,Baseball,2,87
23462,16789,Arcade,0,202
23466,5956,Restaurant,31,101
23467,24282,Cosmetics Store,0,133
23468,26350,Park,3,112
23472,22085,Spiritual Center,19,4229
23473,14420,Spiritual Center,2,92
23474,18304,Golf,2,190
23475,15276,Park,4,252
23478,12520,Restaurant,24,117
23482,7984,Restaurant,24,166
23483,34000,Park,1,24
23493,4077,Restaurant,1640,5455
23495,1756,Bar,614,5702
23504,29441,Landmarks and Outdoors,0,54
23506,15512,Dessert Shop,1,125
23507,34827,Event Space,56,6392
23514,36356,Moving Target,16,6126
23519,10014,Structure,5,156
23520,5830,"Cafe, Coffee, and Tea House",212,4655
23521,29621,Stadium,0,56
23527,3450,Food Truck,60,5082
23528,5750,Restaurant,271,922
23529,25851,Dessert Shop,25,1193
23531,2972,Restaurant,1760,6042
23537,25440,Restaurant,132,495
23538,14443,Bakery,8,303
23539,6950,Restaurant,34,135
23542,5277,Art Gallery,4,624
23544,23623,Race Track,0,51
23548,18905,Beach,1,52
23549,4188,Restaurant,88,349
23551,12418,Restaurant,1248,3949
23553,28352,Bakery,21,1057
23561,1136,Restaurant,1594,5066
23562,35286,Furniture and Home Store,22,4480
23564,34953,"Cafe, Coffee, and Tea House",201,4253
23569,15311,Cemetery,1,157
23570,776,Bar,609,5578
23572,21385,Beach,3,84
23573,17576,Beach,3,79
23574,28024,Beach,2,48
23575,32825,Restaurant,1332,4235
23579,17068,Spiritual Center,8,706
23580,11044,Restaurant,114,375
23582,17932,Other Great Outdoors,4,308
23584,10552,Park,8,337
23585,35500,General Entertainment,71,6404
23588,31966,Park,63,4758
23597,30089,Restaurant,1809,6163
23599,3522,Restaurant,1264,4043
23602,20023,States and Municipalities,3,338
23603,13484,Government Building,5,248
23608,5608,Restaurant,30,142
23609,19047,Restaurant,1848,6233
23610,6958,Restaurant,69,248
23612,6719,Restaurant,1808,5755
23613,7790,Gym and Studio,4,270
23621,31502,Scenic Lookout,14,4795
23622,14366,Park,1,222
23623,4079,Park,2,276
23629,8364,Food Truck,69,5583
23636,4325,Education,159,6480
23638,3810,Restaurant,298,1085
23644,24313,Bar,56,548
23647,859,"Cafe, Coffee, and Tea House",57,1186
23653,2431,Restaurant,342,1195
23654,37048,Event Space,48,5018
23655,30869,Restaurant,313,1105
23659,4913,Breakfast Spot,9,1032
23662,3964,Park,16,824
23664,36768,Performing Arts Venue,9,736
23667,27682,Food Truck,0,13
23685,2113,Restaurant,335,1195
23686,16604,Restaurant,316,1122
23687,27037,Other Great Outdoors,11,1086
23692,248,Bar,608,5093
23693,2059,Restaurant,147,655
23696,9903,Park,103,2881
23699,14094,Video Store,0,1196
23701,1710,Restaurant,279,958
23705,11602,Other Nightlife,0,157
23717,2654,Event Space,4,493
23728,10739,Education,0,37
23731,2469,Restaurant,253,897
23733,23309,"Cafe, Coffee, and Tea House",22,441
23734,11725,Health and Beauty Service,9,316
23738,9274,Food and Beverage Retail,17,305
23743,4192,Furniture and Home Store,21,4646
23744,18477,Fashion Retail,11,190
23746,881,Bar,97,933
23747,5969,Restaurant,298,1019
23749,10535,Restaurant,78,344
23750,37124,States and Municipalities,5,340
23751,31804,Bar,14,283
23752,32422,Dessert Shop,2,277
23756,5062,Breakfast Spot,9,1109
23757,18523,Miscellaneous Store,5,338
23759,1706,Restaurant,79,336
23760,14487,Performing Arts Venue,19,1060
23761,451,Restaurant,300,1093
23762,5909,Restaurant,79,343
23763,3387,"Cafe, Coffee, and Tea House",47,976
23764,12156,Spiritual Center,9,946
23765,3305,Bakery,20,971
23778,11268,Restaurant,78,297
23781,27826,Surf Spot,2,41
23782,23926,Restaurant,138,552
23783,33331,Restaurant,271,919
23785,10373,Food and Beverage Retail,2,118
23789,16512,Restaurant,184,647
23791,19276,Restaurant,340,1269
23798,7915,Restaurant,338,1193
23800,2655,Museum,12,1311
23801,2635,Lodging,106,4871
23803,3270,Restaurant,59,245
23805,16730,Lodging,117,6661
23808,989,Restaurant,277,945
23809,3306,"Cafe, Coffee, and Tea House",228,4681
23814,31974,Restaurant,1556,5178
23816,5944,Bar,490,5122
23821,1256,Bar,468,5271
23822,27785,Restaurant,472,1663
23824,9926,Restaurant,465,1652
23832,34063,Restaurant,382,1373
23833,6249,Breakfast Spot,8,2374
23835,1076,Restaurant,1923,6288
23841,17037,Restaurant,500,1784
23846,32568,"Cafe, Coffee, and Tea House",28,561
23850,3563,"Cafe, Coffee, and Tea House",76,1778
23852,2284,Bar,606,5687
23853,7143,Restaurant,296,1037
23865,12024,Field,4,666
23870,63,"Cafe, Coffee, and Tea House",204,4574
23872,2037,Restaurant,148,562
23875,28450,Restaurant,296,1026
23883,5490,"Cafe, Coffee, and Tea House",53,1070
23886,17311,"Cafe, Coffee, and Tea House",72,1662
23888,7095,Restaurant,597,2062
23898,2395,Restaurant,1512,4859
23900,5448,Restaurant,562,2051
23902,1601,Restaurant,259,877
23903,29059,Restaurant,532,1861
23904,15447,Restaurant,469,1610
23907,35384,Museum,11,1200
23909,5099,Restaurant,337,1195
23910,30987,Restaurant,259,873
23915,5089,Restaurant,448,1569
23919,13088,Restaurant,497,1770
23926,9227,Boutique,49,5145
23927,5247,Fashion Retail,234,5155
23928,4658,Office,36,2144
23929,2724,Movie Theater,23,5643
23931,11168,Gym and Studio,154,6641
23938,3055,Food and Beverage Retail,117,5439
23940,30445,Bar,472,4604
23941,23481,Lodging,29,4473
23944,36712,"Cafe, Coffee, and Tea House",203,4555
23945,22031,Restaurant,1226,3953
23946,15551,Cosmetics Store,50,5189
23949,22611,Restaurant,1484,5051
23950,25793,Structure,126,5091
23954,9218,Gym and Studio,97,4959
23955,51,Bar,563,4739
23959,32166,Bar,532,4781
23962,11140,Health and Beauty Service,115,4838
23971,2592,Juice Bar,11,5582
23976,31884,Dessert Shop,84,5082
23981,2437,Bar,520,4323
23983,15041,Restaurant,1512,4790
23984,5263,Cosmetics Store,54,5273
23986,33672,Art Gallery,73,5333
23987,1845,Restaurant,1661,5309
23991,2344,Restaurant,1751,5641
23993,32925,Gym and Studio,158,6743
23994,4502,Health and Beauty Service,156,5222
23995,19922,Fashion Retail,231,5116
23996,15819,Gym and Studio,102,5056
23998,7328,Health and Beauty Service,154,5130
