,venueID,category,nearby_same_category,total_nearby
2959,4c03b36b310fc9b68034c661,Bar,45,425
2960,4c9439d1533aa0933ec8bd45,Education,9,713
2961,4f180181e4b0d1497136b033,Bridge,9,136
2963,4b98d23bf964a5200d5135e3,Restaurant,73,213
2965,4e422aa588771919396605f4,Bar,13,280
2966,4cb1979c75ebb60cf64ecead,Food and Beverage Retail,4,44
2967,4b64322cf964a5208da32ae3,Bar,24,406
2969,4bffb3fef61ea593ff98ea13,Restaurant,691,1827
2970,4b7fb97cf964a520d13a30e3,Bar,93,783
2971,4be666ef2457a59355daac15,Restaurant,62,186
2972,4cadcfa72e75ef3bdfa4931d,Convenience Store,25,281
2973,4b5a836ff964a52018c928e3,Restaurant,94,231
2974,4d781a5210936dcb6a9d4089,Convenience Store,18,237
2975,4c090c6a340720a1fa0a8493,Restaurant,48,113
2977,4b72aa2af964a520cc822de3,Bar,37,695
2979,4ca563a376d3a093b9e0f76a,Restaurant,138,334
2980,4b8c8611f964a52009d532e3,Structure,33,1812
2982,4f26965ce4b0dc27bb89c8d4,Bike Rental,0,53
2983,4cae9339aef16dcb5efaa154,Education,53,283
2990,4b7277e6f964a520c57b2de3,Gym and Studio,5,2028
3001,4cce3275063a721e8a28999a,General Travel,3,607
3005,4b6bc607f964a5200d182ce3,Restaurant,555,1543
3006,4e0d96e852b1b27c1b7e3634,"Cafe, Coffee, and Tea House",122,1783
3008,4dccf75e183899ddfaac366b,Bakery,1,321
3010,4b70f646f964a520df352de3,"Cafe, Coffee, and Tea House",9,141
3013,4d9501e7a2c65481a3359e53,Park,9,298
3014,4e2f53ebaeb7e1b8afa48dd8,Bridge,0,99
3016,4b6380aff964a520f67e2ae3,Convenience Store,51,1551
3024,4b8b1de1f964a520a99332e3,Education,1,77
3032,4b7e88fdf964a52076f12fe3,"Cafe, Coffee, and Tea House",196,2037
3034,4b7f789cf964a5206c3030e3,Education,29,1892
3042,4ee6c29f93adf8e1a9d1ed75,Education,29,1881
3048,4c80f3c951ada1cd66df0d10,Convenience Store,65,1994
3049,4bb6fb732ea195217b76ac2f,Park,12,905
3052,4dfb5525149557de37acc607,Smoke Shop,8,2060
3053,4f82560fe4b0a458bbd40341,Convenience Store,20,478
3055,4c8af0b0770fb60cdeaed7c3,Field,0,750
3058,4be643042457a593deb9ac15,Bridge,9,245
3059,4b4e4497f964a5207be726e3,Education,28,1898
3064,4b5d0f50f964a520d35029e3,Park,16,1971
3067,4b601624f964a52063d529e3,"Cafe, Coffee, and Tea House",13,234
3068,4e78741fae60e5ae003f8ee1,Structure,2,249
3072,4f5b11b0e4b01f8f4b94a510,"Cafe, Coffee, and Tea House",81,1054
3075,4d36b1d5036c5481351b4689,Bridge,1,142
3080,4b807cccf964a520e97630e3,Restaurant,11,35
3081,4d6ba1e892f6b60cd6f4a2e0,Miscellaneous Store,1,89
3086,4ba82c8cf964a52073cf39e3,Restaurant,958,2521
3087,4f73e0e9e4b0c97e391bb1dd,Baseball,0,171
3090,4d4de79da7f86ea8c1dd3bde,Food and Beverage Retail,10,168
3092,4c1490cf77cea593cae2d060,Spiritual Center,10,530
3093,4c7a020c93ef236a43a2b10f,Fuel Station,1,413
3094,4bbd865a8ec3d13a98331c28,Government Building,2,106
3095,4c1f5921b4e62d7f4776df93,Miscellaneous Store,6,405
3096,4c85b1a5d34ca14367f64980,Convenience Store,71,1656
3097,4b591079f964a520d07a28e3,Bookstore,1,77
3098,4b5d7948f964a5202d5e29e3,Government Building,14,1904
3100,4bda35272a3a0f47bb58aab6,Convenience Store,41,627
3102,4dc83345ae6031fcb005f6d3,Convenience Store,25,887
3103,4b7e1fdcf964a5209de32fe3,Convenience Store,26,999
3104,4b7b9b60f964a52089682fe3,"Cafe, Coffee, and Tea House",124,1790
3108,4b6f7d59f964a520a7f22ce3,Education,53,282
3110,4bce3839ef109521c1c38386,Convenience Store,67,1223
3111,4b8dafd9f964a5209c0833e3,Event Space,10,529
3112,4bc0277e920eb713a9a4182c,Scenic Lookout,1,121
3115,4ceb355f948f224b96c1ff5d,Food and Beverage Retail,12,158
3119,4d636827bd25370444d4ccc5,Convenience Store,31,626
3120,4e7d36df9adf308628455266,Hospital,0,122
3122,4dd55c40cc3fcff060de9532,Convenience Store,8,116
3124,4b582fb5f964a520534d28e3,Park,10,873
3125,4f839211e4b0f2d8d0e195ce,Park,4,143
3128,4b571602f964a520db2528e3,Restaurant,196,574
3130,4f127e8ce4b0d3f8a692bebc,Bridge,17,1077
3133,4bb567d3f562ef3b10fb2e97,Restaurant,9,42
3136,4c7c471a3e90a1cd262742be,Financial Service,6,229
3138,4e26dd6de4cd60a2c6295f67,Park,13,197
3139,4c52a09099ecc9b695b13c5b,Education,18,227
3140,4b0f4e62f964a5205d6123e3,"Cafe, Coffee, and Tea House",42,500
3141,4b68d714f964a520898f2be3,Financial Service,7,129
3144,4cf480bb1d18a143d87b66ec,Financial Service,1,269
3146,4bafd092f964a520fb223ce3,Bakery,1,61
3148,4b6fe241f964a520dcfe2ce3,Structure,17,945
3149,4c38465c1e06d13aff77773e,Restaurant,243,689
3151,4b55889df964a520bae627e3,Restaurant,499,1108
3152,4d3b8d40d2c8f04dad8f5972,Pharmacy,0,175
3153,4b5c2d93f964a520922629e3,Food and Beverage Retail,12,497
3154,4ba4a6e0f964a520e5a938e3,Art Gallery,14,941
3155,4b5923c0f964a520937e28e3,Restaurant,670,1507
3156,4f62e32ae4b098610965225e,Restaurant,974,2518
3157,4b381884f964a5208a4b25e3,"Cafe, Coffee, and Tea House",49,629
3158,4b5fd527f964a52036ce29e3,"Cafe, Coffee, and Tea House",50,653
3159,4b7a1694f964a52080222fe3,Education,79,1057
3160,4b7f48c8f964a520dc2430e3,Education,9,180
3161,4bc06808461576b06d147a32,Restaurant,164,426
3163,4b6f7eb0f964a520eaf22ce3,Education,53,283
3164,4db90a365da3b5fa68cccd80,Education,29,1899
3165,4dd5e3201838b8561cc0a8e3,Restaurant,22,62
3166,4f7f9ceae4b023c637e055ec,Department Store,12,1890
3167,4e156019227165ad03ae53cb,Convenience Store,11,232
3168,4c483a75c047be9aff023379,Restaurant,679,1802
3169,4e9584fa6c25df8da7accdc2,Hiking Trail,0,135
3170,4c3fdfa97beab713772b9555,Restaurant,708,1591
3171,4ba5404bf964a520bcf138e3,Restaurant,971,2521
3172,4e674f75aeb7e985aaaad443,Restaurant,957,2505
3173,4d51274b3626a093d63f21bd,Restaurant,720,1752
3174,4b70efb0f964a520f5342de3,Restaurant,764,1986
3175,4dcf4de5ae603b786d46ad41,Restaurant,818,2043
3176,4b6f8141f964a52066f32ce3,Education,53,283
3177,4df1b61188772e1f814c5c8e,Education,53,283
3178,4d19955dbb64224bdfe5cf65,Dentist,0,240
3179,4e786ec7887738167d5e7e4f,Restaurant,715,1753
3180,4b59a7f3f964a520219128e3,Bar,95,1447
3181,4b5ed8dff964a520ce9a29e3,Restaurant,376,828
3183,4f73d442e4b0f112e0d8790e,Restaurant,141,408
3184,4d29ba97849f370414608141,Restaurant,477,1057
3185,4b58a618f964a520a46328e3,Restaurant,705,1850
3186,4b7e553bf964a520cee92fe3,Restaurant,957,2501
3190,4bd7b9b409ecb7136992477c,Restaurant,651,1878
3192,4b83d686f964a520e31231e3,Restaurant,374,995
3193,4d021a8b3fd4224b4ff1b477,Restaurant,188,479
3194,4b908d4bf964a520988f33e3,Restaurant,91,271
3195,4b7c9923f964a520009d2fe3,Structure,47,2472
3197,4b600f20f964a52087d429e3,Department Store,1,158
3198,4b7a145bf964a52015222fe3,Restaurant,759,1908
3199,4b6f7d95f964a520b0f22ce3,Education,53,285
3201,4b7cc1abf964a52055a42fe3,Restaurant,951,2510
3202,4b8fad21f964a520955c33e3,Convenience Store,6,221
3203,4b890710f964a520e21832e3,Restaurant,835,2074
3204,4bea83a49fa3ef3bb22380c9,"Cafe, Coffee, and Tea House",186,1841
3205,4bbc5d7fe436ef3bc16d5664,Convenience Store,16,349
3206,4f615c43e4b04b82c89ab986,Restaurant,294,615
3207,4f7eb235e4b043dab4726be5,Restaurant,666,1765
3208,4b5d2afbf964a520595529e3,Park,13,387
3209,4bdf6ef117fdef3b26c24e36,Fashion Retail,31,1824
3210,4f41c872e4b0e9ea7b9eab61,Restaurant,860,2223
3211,4bc7cdda0050b7132d7fb93b,Restaurant,749,1818
3212,4d745a82d238a1cd18d1d50e,Restaurant,110,254
3213,4ed9c8636c2547bc61ef8958,Computers and Electronics Retail,112,2501
3214,4b6beb4bf964a5208d1c2ce3,Restaurant,967,2500
3215,4edd97bef5b921398c72a7a4,Restaurant,914,2436
3216,4b567a65f964a5203b1228e3,Food and Beverage Retail,21,726
3217,4b680ff2f964a520c6652be3,Gym and Studio,2,239
3218,4b51191df964a520454227e3,Park,2,197
3219,4f5f2ce3e4b0403e9faffae1,Bookstore,24,1428
3220,4e13f6351f6e33e71806bf6f,Education,9,155
3221,4c385438dfb0e21e405faea8,Restaurant,184,596
3223,4b5bb41df964a520111129e3,Department Store,13,2029
3225,4b77f0d3f964a52088af2ee3,Restaurant,573,1425
3227,4f83a834e4b010a79bace0fd,Restaurant,457,1041
3228,4dad0c056a23fc68ff40d281,Restaurant,462,1027
3232,4e0d7d15ae603a50b539527f,Bookstore,10,1706
3234,4bcfd566046076b0fa216f71,Restaurant,401,840
3235,4b56581af964a5206e0c28e3,"Cafe, Coffee, and Tea House",70,754
3237,4bd2dc5e9854d13aee65fc4d,"Cafe, Coffee, and Tea House",36,488
3239,4b4964d7f964a520fc6e26e3,Restaurant,522,1567
3240,4bdd694b4ffaa593155f6ff7,Restaurant,264,568
3241,4b592ef5f964a5207d8028e3,Restaurant,451,1045
3243,4b1f20bdf964a5203a2424e3,Restaurant,460,1017
3244,4d9c3db9e29854811b53c842,Restaurant,719,1701
3245,4b7c32ccf964a520e3832fe3,Convenience Store,88,2448
3246,4b5669f7f964a5205e0f28e3,Restaurant,466,1042
3247,4b99b09cf964a5202f8c35e3,Bar,49,764
3251,4b761ee2f964a520183e2ee3,Restaurant,17,49
3252,4da541c14df024212d44d7c2,Restaurant,766,1808
3253,4b0587b1f964a52032a022e3,Restaurant,876,2142
3254,4b57d359f964a520e64228e3,Restaurant,360,767
3255,4b5a6976f964a5207cc328e3,Bar,41,712
3256,4b83b67ef964a520dd0d31e3,Restaurant,910,2468
3259,4d0596ab26adb1f7eab1d870,Restaurant,637,1731
3260,4b71143bf964a52027392de3,Park,14,935
3261,4ce4a27ac850721e8c84c48a,Restaurant,812,1942
3264,4c2babcd72169521c1237f8f,Restaurant,195,523
3265,4bc037562a89ef3b8849f088,Performing Arts Venue,48,1614
3266,4b6aa628f964a520b3da2be3,Convenience Store,43,713
3267,4d9c52af5c33a35dd4dfe6a0,Restaurant,824,2016
3268,4b63fa92f964a520a7992ae3,"Cafe, Coffee, and Tea House",188,1717
3269,4b677c2ef964a520c3512be3,Physician,4,1042
3270,4b57cc6cf964a520b04128e3,Restaurant,12,44
3271,4ee60e1e823180a98cd342c8,Other Great Outdoors,6,1878
3273,4d7314add145a1cd30c2bef3,Bagel Shop,0,31
3274,4be8e0e1ee96c92871a8febf,Restaurant,608,1635
3275,4c7f34a8fb13a1cdf41ea0a4,Pharmacy,9,1633
3276,4b62f53df964a520c35a2ae3,Restaurant,331,873
3277,4befb977d4f70f47b824390f,Food and Beverage Retail,31,1689
3278,4b9cb3d9f964a520417736e3,"Cafe, Coffee, and Tea House",185,1870
3279,4b7b69f7f964a52092622fe3,Bookstore,10,623
3280,4b362519f964a5207e3025e3,Restaurant,62,187
3281,4cca8fc426fea1cdb8192e4d,Board Store,0,454
3283,4f83ae47e4b077f83887f0d2,Restaurant,93,225
3284,4ba04b70f964a520e66637e3,"Cafe, Coffee, and Tea House",212,1877
3286,4b567da0f964a520b31228e3,Structure,32,1778
3287,4e741dd352b1c8e518dbc8d3,Smoke Shop,0,474
3289,4b5f82eaf964a520b9be29e3,Government Building,4,311
3290,4ea8d6a1d5fbfbf82b98384f,Restaurant,958,2533
3294,4b9b1c02f964a5205cf335e3,Park,4,30
3295,4c4fb4692a73c92804bb49d1,Restaurant,717,1896
3297,4c2ffd6f66e40f471af9c28b,"Cafe, Coffee, and Tea House",77,934
3298,4b57a877f964a5201d3a28e3,Bookstore,6,1149
3299,4cb7c24e4c60a093bf2734ca,Restaurant,188,477
3300,4b5947c1f964a520d28328e3,Restaurant,359,763
3301,4f4dcbcee4b05b49b532d8b1,Restaurant,627,1716
3303,4b555139f964a5207ae127e3,General Entertainment,6,1753
3305,4b5ef858f964a52075a029e3,Bookstore,31,2099
3306,4b795eeff964a52035f62ee3,Restaurant,68,139
3307,4b5bfb86f964a5200d2029e3,Restaurant,79,218
3308,4b5699c9f964a520601628e3,Structure,48,2487
3309,4b567f22f964a520f31228e3,Restaurant,773,1924
3310,4b7dd1f7f964a520ced62fe3,Hospital,1,48
3312,4ba9892af964a5202a2d3ae3,Restaurant,713,1745
3313,4e8ab1308231cd8254174c28,Restaurant,871,2272
3316,4f49cbbae4b0c132f245d1f7,Restaurant,33,119
3317,4b5532e5f964a5205ede27e3,"Cafe, Coffee, and Tea House",73,919
3321,4bf0dd1d6f8aa5934958c23c,Government Building,11,683
3322,4b552cd8f964a520c1dd27e3,Structure,49,2556
3324,4be4bce5d4f7c9b695a22420,Pharmacy,10,1006
3327,4b551f76f964a520f2db27e3,Restaurant,721,1859
3328,4b580199f964a520644828e3,Restaurant,691,1822
3329,4b84a86cf964a520f43f31e3,Restaurant,728,1745
3330,4bdd5bc9645e0f4706576b19,Restaurant,150,419
3331,4b6fe563f964a5204bff2ce3,Government Building,4,184
3333,4b554486f964a52053e027e3,Smoke Shop,6,2455
3335,4eeda01ad3e3246bdb8eccd4,Food and Beverage Retail,16,909
3336,4d3e48b244f5a093f7a8dcbb,Restaurant,72,200
3337,4d4c083cfe85a1cd2db498bf,Restaurant,108,242
3338,4b5e6403f964a520c48c29e3,Restaurant,287,718
3339,4f1259c5e4b004205566528e,Restaurant,79,219
3340,4e1dc02bb61c7cb34d94df5f,Miscellaneous Store,6,561
3341,4b667aeef964a52040222be3,"Cafe, Coffee, and Tea House",159,1757
3342,4b585250f964a520a05228e3,Convenience Store,43,743
3344,4ba09d29f964a5205f7437e3,Fashion Retail,1,545
3345,4b5e6140f964a5202f8c29e3,Education,76,1427
3347,4b5a7322f964a520d7c528e3,Restaurant,176,563
3348,4e5c495962e1ef715a4b55cb,Restaurant,956,2474
3349,4b85fc4af964a5209d7c31e3,"Cafe, Coffee, and Tea House",168,1729
3352,4b8de5b5f964a5208c1233e3,Restaurant,768,1912
3353,4e7ba3a3a8091cc6adfe3116,Plaza,1,140
3354,4e01b862c65b896d116e4a80,Education,9,152
3357,4be65796cf200f47bc87143c,Convenience Store,19,316
3358,4c4522ff8c1f20a194783d99,Financial Service,7,911
3360,4c2c071e77cfe21e7d88b5f1,"Cafe, Coffee, and Tea House",153,1788
3361,4e0ea5491f6e9964ea25a4a4,Shopping Mall,0,76
3362,4c1473a0b7b9c9281b7aab37,Restaurant,15,56
3363,4e6b1a9ad164c37bf4dff451,General Entertainment,10,1594
3365,4bda88edc79cc928681d7fe9,Restaurant,391,1019
3367,4b70f0c4f964a5201e352de3,Monument,7,1187
3371,4ce4fb7ac850721ed11fc68a,Restaurant,744,1811
3372,4b64e1e1f964a52033d72ae3,Museum,1,70
3373,4b5db202f964a5203e6729e3,Restaurant,897,2385
3374,4b550232f964a520a5d727e3,Park,7,372
3376,4d6c89137585b1f74aab0fd5,Restaurant,349,921
3377,4b6bf6ccf964a5208f1d2ce3,Restaurant,672,1754
3378,4bc59e4f4a9aa593d0a8067b,Restaurant,839,2072
3379,4bda4e6863c5c9b621b92368,Convenience Store,38,1742
3380,4dc5317681dc60ffd76c7d9c,Education,56,1087
3382,4ea63647f7901bf0ae0f959b,Education,112,981
3383,4f541f35e4b07e4c648b0cfb,Restaurant,840,2014
3385,4b605539f964a5201ce029e3,Restaurant,118,371
3386,4c7cea97247cb60c7d445f5e,Restaurant,53,157
3389,4caabc049f4776b0bc109b13,Education,53,275
3390,4b7caaeff964a52034a02fe3,Education,100,2473
3391,4decb303b0fb8293f80cdba3,Other Great Outdoors,6,2246
3392,4e6b21f781dc6cbf27489100,Historic and Protected Site,23,2311
3393,4b5bcbd5f964a520af1629e3,Dessert Shop,0,48
3395,4d8f72105dff8eec460116d0,Spiritual Center,6,180
3396,4b8c5699f964a52086cb32e3,Structure,10,676
3397,4f2b5248e4b0ccfb1cd61dc1,Restaurant,642,1598
3398,4bdbd1b73904a59391354c9e,Restaurant,835,2070
3399,4b7b63a8f964a5206d612fe3,"Cafe, Coffee, and Tea House",203,2021
3401,4bed497a6e8c20a17f1b7061,Convenience Store,10,141
3402,4b5ad273f964a52028d628e3,Bookstore,17,1944
3404,4b762078f964a5207f3e2ee3,Restaurant,292,926
3405,4b9b71aef964a520b60736e3,Restaurant,43,135
3407,4d746f9f9b28224bbbf2d50f,Restaurant,914,2401
3409,4c60d7de3986e21e515a954f,Food and Beverage Retail,42,2003
3411,4cc64c0782388cfa6d3d7b35,Education,27,1813
3414,4bc003d24cdfc9b6ff669221,Miscellaneous Store,2,93
3415,4bb2981242959c74ac15212c,Education,69,999
3416,4b1885cef964a520ced323e3,Computers and Electronics Retail,13,1717
3417,4f1c24c3e5e85dca1332bfdb,Education,32,131
3419,4e1d32aac65b6cd0da98d303,Education,6,194
3420,4e3be2de1f6e844231cf4be2,"Cafe, Coffee, and Tea House",69,931
3421,4bb0566af964a5208b413ce3,Education,76,2457
3422,4c524787f31a9c74ceb07bea,Structure,26,774
3423,4b81d545f964a52063c030e3,"Cafe, Coffee, and Tea House",53,741
3424,4c78c92ddf08a1cdc4a5d85d,Restaurant,20,60
3425,4b57d88df964a5209c4328e3,Park,11,1725
3426,4b559bcdf964a520e8e827e3,Education,64,1086
3427,4c7c8dddad90224bbfaf8a0c,Convenience Store,48,1089
3429,4b569a11f964a520691628e3,Bookstore,11,984
3430,4b707606f964a520d91b2de3,Spiritual Center,5,308
3431,4bf2724a77b4c9282b406a1c,Convenience Store,40,719
3436,4e26f149b0fb1fae1dd87412,Restaurant,20,76
3437,4b571d93f964a520072728e3,Convenience Store,20,385
3438,4b558920f964a520cae627e3,Restaurant,484,1074
3439,4c6cceec23c1a1cde2b51acf,Spiritual Center,3,141
3440,4c02149f8ef2c9b6fd9816fc,Government Building,5,175
3442,4b8cb487f964a520f5da32e3,Financial Service,27,2043
3444,4c0ae054a1b32d7f252a9af0,Convenience Store,2,46
3446,4e1ff228fa761d67106cd3f1,"Cafe, Coffee, and Tea House",186,1692
3447,4e8461458b81aeeb0e8f2948,Fashion Retail,65,1801
3448,4e3785bed22d4cf95ee21bf0,Convenience Store,73,1941
3449,4b5be099f964a520341b29e3,"Cafe, Coffee, and Tea House",108,1449
3451,4ca6e40814c33704416ac43b,Food and Beverage Retail,5,43
3453,4daa9c404df01c19b18e5c52,Education,7,140
3454,4cfb4a2edccef04d06afba9c,Parking,4,892
3455,4b5714c1f964a520a52528e3,"Cafe, Coffee, and Tea House",11,201
3456,4b6d3141f964a520cd6a2ce3,Arcade,16,2274
3457,4b63c2d4f964a52056902ae3,Restaurant,94,245
3458,4b55d467f964a520e3f127e3,Shopping Mall,15,1823
3459,4b692a8af964a520c89a2be3,Arcade,11,899
3460,4d5c55df775f8cfa7f95b4e0,Convenience Store,10,332
3461,4ec4e92349017fff08ba0841,Restaurant,827,2247
3462,4c3ed35280bc20a18f86ab58,"Cafe, Coffee, and Tea House",152,1937
3463,4d1cb13a8860a0939458bd34,Convenience Store,8,61
3464,4f255731e5e8a60dfbc4cf59,Hiking Trail,1,1818
3466,4b924b93f964a520a6f033e3,Food and Beverage Retail,13,221
3467,4ecc88cb8231bbaf479cdf3d,"Cafe, Coffee, and Tea House",208,1886
3469,4d4ccb17b1fa236af9688729,Bookstore,5,247
3471,4bd4f40c5631c9b6ba7ea330,Government Building,23,675
3472,4f66fc78e4b0ce431f63ccc2,Miscellaneous Store,1,705
3473,4ef14e980e61654156bbd8bb,Restaurant,894,2367
3474,4b7a0444f964a5203a1f2fe3,Lodging,3,486
3476,4bbf02b498f4952110f7d163,Restaurant,179,552
3477,4dc37eb92271f27050fc7db1,Education,69,1116
3478,4c3c4ca37d002d7fe92eae18,Restaurant,952,2520
3479,4b5d332bf964a520525629e3,Sporting Goods Retail,20,1811
3480,4d2db322a05b2d43703cfab9,Education,30,1229
3481,4bf5e139004ed13a3c9741a0,Donut Shop,0,52
3482,4b654245f964a520e3ea2ae3,Sporting Goods Retail,32,2514
3485,4b5bd10ff964a520db1729e3,Donut Shop,0,468
3486,4b87b734f964a52064c831e3,Restaurant,38,172
3487,4eded5df30f87f12867d86d9,Pharmacy,4,431
3488,4b6d3ea0f964a520496d2ce3,Computers and Electronics Retail,51,1828
3489,4b57da2bf964a520d74328e3,Restaurant,697,1811
3490,4c42fa9ba5c5ef3bbea0b06f,Park,2,14
3491,4c1820ab1436a59341f28c75,Spiritual Center,13,804
3495,4bcfa496caff9521dba8cdf0,Food and Beverage Retail,6,161
3496,4b91a730f964a5202acd33e3,Shopping Mall,8,407
3500,4ef741e5be7bb4784d7fc2ee,Restaurant,819,2035
3501,4b592a28f964a520c57f28e3,Restaurant,499,1141
3502,4de101b43151d414eb242b7e,Bar,140,1822
3503,4d2c24a1342d6dcbe7701ccb,Food and Beverage Retail,10,90
3505,4b7e44b0f964a520c0e72fe3,Structure,13,1417
3506,4e2073acd4c0d32590e48079,Fuel Station,0,196
3508,4b7a6d07f964a520832c2fe3,Restaurant,56,159
3509,4b7a019cf964a520be1e2fe3,Rest Area,0,1830
3511,4b57ed18f964a520654628e3,"Cafe, Coffee, and Tea House",1,53
3512,4b5725b9f964a520452828e3,Convenience Store,10,271
3514,4b6833cef964a520aa6b2be3,Restaurant,18,46
3515,4b9da71ef964a52058b836e3,Structure,27,809
3516,4bc00a60920eb713c682182c,Park,10,243
3517,4b10747ff964a520cb7023e3,"Cafe, Coffee, and Tea House",151,1829
3518,4b8a708ef964a520d86c32e3,Miscellaneous Store,6,103
3519,4b8a3591f964a5202b6432e3,Restaurant,973,2525
3520,4b7769fcf964a520e2982ee3,Monument,22,2005
3523,4f65f367e4b04d4b16f22b9c,Spiritual Center,7,496
3524,4d5255a107b1a0905233123c,Convenience Store,66,2000
3525,4b6a9757f964a52095d92be3,Lodging,7,724
3526,4b6a9b09f964a520f3d92be3,Education,67,1097
3527,4d316b726c7c721ee2bba556,Boutique,1,166
3529,4b6f930ff964a5207df62ce3,Bakery,7,1835
3530,4c1f159cfcf8c9b69e32ae0b,Convenience Store,23,547
3531,4f4ed3aae4b093635add45f4,Automotive Shop,1,119
3532,4f4f4ff6e4b07dc4f00d1df9,Physician,6,546
3533,4f5feb43e4b05c3a923fbe19,Financial Service,2,77
3534,4bb01eccf964a52043383ce3,Restaurant,25,108
3536,4b5a5454f964a520b2bd28e3,Food and Beverage Retail,11,98
3538,4b763ddff964a520ce442ee3,"Cafe, Coffee, and Tea House",205,1878
3542,4c78bf5597028cfa9ff4d8fe,Furniture and Home Store,0,71
3544,4f3e07ffe4b0a3e08df31622,Miscellaneous Store,6,98
3545,4b5e47ddf964a520868729e3,Computers and Electronics Retail,111,2350
3549,4ecdec9e02d5feaa197bb720,Education,29,1901
3554,4b94eb3af964a520c58734e3,Convenience Store,7,112
3555,4b6a47def964a52096d02be3,Restaurant,596,1394
3557,4baf26caf964a520dfed3be3,Restaurant,150,418
3559,4b5b47e1f964a52017f128e3,Education,20,681
3560,4b871d7cf964a5206bb131e3,Antique Store,1,1821
3561,4b6a52b8f964a52024d22be3,"Cafe, Coffee, and Tea House",86,1248
3562,4d995831e07ea35d93420703,Education,18,656
3564,4b6ec266f964a5204bc92ce3,Restaurant,27,81
3565,4b8116dcf964a5204d9630e3,Bookstore,3,603
3566,4ca563b6931bb60c74d889e2,Education,8,222
3569,4b5f1db5f964a520f4a629e3,Restaurant,907,2409
3570,4b62dc94f964a5200e562ae3,Record Store,14,1821
3574,4ceb528c0f196dcbac3b57ae,Restaurant,16,60
3576,4c9d76817d69b713226e28c2,Arcade,1,52
3577,4dfc5b04a809d61e2fbfa9bb,Structure,28,2470
3578,4e283634d164bfc24f2005c0,Restaurant,666,1825
3579,4ba71969f964a520ca8039e3,Antique Store,1,1819
3580,4f508e83e4b0390b950b2393,"Cafe, Coffee, and Tea House",213,2196
3583,4f1794fae4b0aa56085d74e9,Restaurant,150,418
3584,4d2281d7f7a9a143b31f409f,Medical Center,0,411
3585,4b61869cf964a520d3162ae3,"Cafe, Coffee, and Tea House",223,2558
3586,4b62b9e2f964a5206d502ae3,Restaurant,609,1568
3589,4c39281718e72d7f06d019f5,Dessert Shop,1,126
3591,4b60179ff964a52096d529e3,Restaurant,440,982
3595,4ba46c5af964a5206a9c38e3,Park,7,321
3596,4b8601caf964a520457d31e3,Restaurant,861,2293
3597,4bd4fba66798ef3bb4ce628d,Donut Shop,0,240
3600,4b6a7e10f964a520c1d62be3,"Cafe, Coffee, and Tea House",225,2499
3603,4b6e95b3f964a520f5c22ce3,Pharmacy,1,525
3605,4f83fc2ae4b06fee774a56b4,Plaza,1,253
3607,4b610a23f964a52056072ae3,Food and Beverage Retail,8,743
3608,4e0db092cc3fffc1d3a2bf4c,Bookstore,36,2521
3610,4eeec4c0e30021559502f234,Smoke Shop,6,1784
3611,4e0c6051b61c3274de79e014,Restaurant,19,64
3613,4df3472818a88611c6bbc6a5,Food and Beverage Retail,4,47
3614,4cfcbcb2c671721e920eca18,Lodging,21,2528
3619,4b752646f964a5204cff2de3,Movie Theater,16,2019
3623,4db3755ecda1c57c8247abb2,Education,21,299
3624,4b9343b0f964a520d03d34e3,Computers and Electronics Retail,112,2536
3625,4de4901b1f6e3190cd41df32,General Entertainment,9,948
3626,4b78e32cf964a5208de52ee3,"Cafe, Coffee, and Tea House",29,382
3631,4f83ff99e4b077f838bd6802,Plaza,1,237
3634,4ea43c1ff9f48bb22d8dccc2,Performing Arts Venue,52,1811
3635,4bf3b242cad2c9280f0a9b99,Restaurant,72,217
3638,4ba5f5dcf964a520702b39e3,Record Store,10,2548
3642,4f375ccce4b0d9574cfb6bdd,Sporting Goods Retail,0,208
3645,4b5addd2f964a520fcd728e3,Restaurant,341,892
3646,4b0587b2f964a5204fa022e3,Performing Arts Venue,53,1708
3648,4b5a80a4f964a52078c828e3,States and Municipalities,1,2490
3649,4c4e66bbfb742d7f967f402e,Restaurant,956,2529
3650,4bee481ce8c3c928088f9892,Smoke Shop,6,2447
3652,4b73785bf964a52022b02de3,Bookstore,35,2485
3653,4c08d4ef7e3fc928a3e1f082,Restaurant,124,371
3654,4bdc77aa3904a593ea4f4e9e,Government Building,2,133
3655,4e805a2bc2ee1b362cdc56f3,Bar,222,1803
3656,4d20138ee56f6ea8af63721d,Hobby Store,70,2457
3659,4cda8ef8d549548107b636b2,Restaurant,682,1792
3660,4bbb1397b35776b0f484cb01,Other Great Outdoors,1,291
3665,4f7572cfe4b04885902db792,Restaurant,84,231
3666,4c0e1f69b1b676b06a81e186,Restaurant,915,2382
3669,4b6c25f4f964a52036262ce3,Restaurant,391,769
3670,4b8dbbb0f964a520230b33e3,Dessert Shop,12,901
3672,4b8b966bf964a52091a332e3,Restaurant,140,406
3673,4e79b9dfd4c0d1e10423af63,Restaurant,48,123
3674,4e2fca09a8092ca5c3830938,Restaurant,755,1829
3675,4ee880ae0e019eee5e193ad8,Restaurant,627,1711
3678,4d3abafc97e0a1cdb9dd703e,Restaurant,483,1155
3679,4b79fd00f964a520e91d2fe3,Structure,47,2234
3680,4bcac7393740b713c36f6165,Toy Store,1,1900
3681,4be512e0d4f7c9b691102520,Restaurant,46,146
