venueID,lat,lng,venue_descr,First_Category,Second_Category
10768,40.82816381252365,-74.13900375366211,American Restaurant,Dining and Drinking,Restaurant
6275,40.909263967590064,-74.03115749359131,Hardware Store,Retail,Hardware Store
24608,40.818339,-74.15376147,Bar,Dining and Drinking,Bar
12152,40.83987941122479,-74.13427770137787,Bar,Dining and Drinking,Bar
22587,40.9514946738398,-74.0886640548706,College Academic Building,Community and Government,Education
22565,40.82369327898771,-74.09949210727927,Automotive Shop,Retail,Automotive Shop
12793,40.804645887165165,-74.10105792762423,Community College,Community and Government,Education
15829,40.91354059666688,-73.99784092283586,Gas Station / Garage,Travel and Transportation,Fuel Station
20723,40.928185,-73.9979457,Post Office,Community and Government,Government Building
17846,40.92423694,-73.99754,Sandwich Place,Dining and Drinking,Restaurant
20006,40.79803684318628,-74.14761933294126,Fast Food Restaurant,Dining and Drinking,Restaurant
14657,40.91338508182094,-74.00116934115263,Food & Drink Shop,Retail,Food and Beverage Retail
9488,40.82704348747495,-74.13993716239929,Food & Drink Shop,Retail,Food and Beverage Retail
11081,40.89301295382077,-73.97320032119751,Ice Cream Shop,Dining and Drinking,Dessert Shop
24164,40.91646845985943,-74.07585409441195,Video Game Store,Retail,Computers and Electronics Retail
20975,40.916489477111625,-74.07642772844432,Pizza Place,Dining and Drinking,Restaurant
13238,40.707287092735534,-73.8357424736023,Food & Drink Shop,Retail,Food and Beverage Retail
11126,40.758002,-73.863011,Automotive Shop,Retail,Automotive Shop
28838,40.75883271430973,-73.86693121057186,Bakery,Dining and Drinking,Bakery
13566,40.91501091666667,-74.001566,Food & Drink Shop,Retail,Food and Beverage Retail
27631,40.81184597757699,-74.07886565363968,Park,Arts and Entertainment,Amusement Park
20083,40.890757932748805,-74.02711180233878,American Restaurant,Dining and Drinking,Restaurant
26473,40.924479,-73.996851,Bar,Dining and Drinking,Bar
12805,40.91377607816172,-73.99657845497131,Food & Drink Shop,Retail,Food and Beverage Retail
13251,40.84666901678074,-74.11012566358961,Bowling Alley,Arts and Entertainment,Bowling Alley
33116,40.81650952533058,-74.13154580333443,Bar,Dining and Drinking,Bar
16981,40.67655349616292,-73.84368181228638,Neighborhood,Landmarks and Outdoors,States and Municipalities
23325,40.95029540247504,-74.0872049331665,College Academic Building,Community and Government,Education
32560,40.89825547301105,-73.97433949845926,Latin American Restaurant,Dining and Drinking,Restaurant
14093,40.81556023812991,-74.16242433340283,Burger Joint,Dining and Drinking,Restaurant
13911,40.94575483333333,-74.14064813333333,Food & Drink Shop,Retail,Food and Beverage Retail
33143,40.7650482821148,-73.97700256373346,Design Studio,Business and Professional Services,Design Studio
22061,40.76531864742602,-73.97711735020103,Bike Shop,Retail,Sporting Goods Retail
32208,40.74030160350429,-73.99473052104169,Office,Business and Professional Services,Office
25469,40.74006588588034,-73.99341633242288,Building,Landmarks and Outdoors,Structure
25278,40.765079,-73.976963,Art Gallery,Arts and Entertainment,Art Gallery
35825,40.765582,-73.977672,General Travel,Travel and Transportation,General Travel
33061,40.76488252575365,-73.97692221316542,General Entertainment,Arts and Entertainment,General Entertainment
33208,40.76506594492395,-73.97699108508294,Event Space,Business and Professional Services,Event Space
2881,40.766826609362575,-73.98624658584595,Bar,Dining and Drinking,Bar
26663,40.76756973795432,-73.98855547793032,Sporting Goods Shop,Retail,Sporting Goods Retail
17436,40.7645026089675,-73.9740800857544,Food & Drink Shop,Dining and Drinking,Food Court
8149,40.76461637311633,-73.97566795349121,Hotel,Travel and Transportation,Lodging
33714,40.765681242754695,-73.97744449125774,Art Gallery,Arts and Entertainment,Art Gallery
35726,40.747295,-73.993067,Medical Center,Health and Medicine,Physician
29649,40.748403,-73.989186,Design Studio,Business and Professional Services,Design Studio
33759,40.75081801771301,-73.98693133971767,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
32861,40.76507796934183,-73.97697386710588,Office,Business and Professional Services,Office
33206,40.76513591591852,-73.97700830305847,General Entertainment,Arts and Entertainment,General Entertainment
33131,40.76501594708116,-73.97696238845364,General Entertainment,Arts and Entertainment,General Entertainment
33146,40.76502722386202,-73.97693943114712,Antique Shop,Retail,Antique Store
10017,40.765148,-73.987755,Ice Cream Shop,Dining and Drinking,Dessert Shop
7173,40.76581106498961,-73.9870461202546,Thai Restaurant,Dining and Drinking,Restaurant
9820,40.76493321091242,-73.98373467420141,Food & Drink Shop,Retail,Food and Beverage Retail
36057,40.765081297291175,-73.9770427390049,Salon / Barbershop,Business and Professional Services,Health and Beauty Service
5349,40.77631678827737,-73.87284278869629,Bakery,Dining and Drinking,Bakery
33132,40.76502409832565,-73.97696812777984,General Entertainment,Arts and Entertainment,General Entertainment
34355,40.76538021307231,-73.97785663604736,Gift Shop,Retail,Gift Store
5609,40.76537005568367,-73.97605687379837,Hotel,Travel and Transportation,Lodging
2323,40.75934708622049,-73.97522910410562,Deli / Bodega,Dining and Drinking,Restaurant
3879,40.76742650335582,-73.98600735389587,Bar,Dining and Drinking,Bar
608,40.765682095761896,-73.97971150609682,Bar,Dining and Drinking,Bar
6258,40.75645362530212,-73.98866451851946,Hotel,Travel and Transportation,Lodging
587,40.760753,-73.990799,Bar,Dining and Drinking,Bar
3334,40.760989,-73.990776,Diner,Dining and Drinking,Restaurant
14512,40.76157928306316,-73.99062149961112,Scenic Lookout,Landmarks and Outdoors,Scenic Lookout
4554,40.73138896860918,-73.99922847747803,College Academic Building,Community and Government,Education
2864,40.732894714579295,-73.99792700334841,Bar,Dining and Drinking,Bar
24399,40.732454339461626,-73.99586106037441,Gym / Fitness Center,Sports and Recreation,Gym and Studio
21054,40.734487719356174,-73.99039194274509,Food Truck,Dining and Drinking,Food Truck
17177,40.735216,-73.989803,Performing Arts Venue,Arts and Entertainment,Performing Arts Venue
6345,40.694175391548754,-74.17290687561035,Diner,Dining and Drinking,Restaurant
33265,40.69492647842044,-74.1735531103128,Clothing Store,Retail,Boutique
13516,40.69489123340004,-74.17380809783936,Ice Cream Shop,Dining and Drinking,Dessert Shop
26379,40.77155561794552,-73.98281335830688,Stadium,Arts and Entertainment,Stadium
6051,40.77163686944753,-73.98262023925781,Seafood Restaurant,Dining and Drinking,Restaurant
8154,40.77114935894503,-73.98270606994629,Performing Arts Venue,Arts and Entertainment,Performing Arts Venue
8641,40.76722200820684,-73.9825753676373,Donut Shop,Dining and Drinking,Donut Shop
6434,40.769076,-73.984595,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
8532,40.76770986995298,-73.98471606191396,Food & Drink Shop,Retail,Food and Beverage Retail
21649,40.64880619413693,-73.78283049260818,Salon / Barbershop,Business and Professional Services,Health and Beauty Service
601,40.76559120804944,-73.97658359254557,Bar,Dining and Drinking,Bar
23946,40.763657,-73.98119062,Gift Shop,Retail,Gift Store
2953,40.75696123684052,-73.98907363414764,BBQ Joint,Dining and Drinking,Restaurant
1749,40.761395,-73.990486,Italian Restaurant,Dining and Drinking,Restaurant
2903,40.75820165111387,-73.9927965372849,American Restaurant,Dining and Drinking,Restaurant
7104,40.753005134448905,-73.99641771942332,Camera Store,Retail,Computers and Electronics Retail
419,40.76536396124975,-73.97578597068787,American Restaurant,Dining and Drinking,Restaurant
24549,40.763775,-73.986059,Vietnamese Restaurant,Dining and Drinking,Restaurant
22441,40.76591245806448,-73.98366630077362,Deli / Bodega,Dining and Drinking,Restaurant
23206,40.76664320018611,-73.98281067300078,Department Store,Retail,Department Store
1655,40.764827648876064,-73.97644579410553,Steakhouse,Dining and Drinking,Restaurant
13180,40.76009835453067,-73.99602174562668,Hotel,Travel and Transportation,Lodging
3869,40.76825672305774,-73.981032371521,Park,Landmarks and Outdoors,Park
3223,40.767980076710586,-73.98201292925947,Music Venue,Arts and Entertainment,Performing Arts Venue
1356,40.7424902,-73.9968392,Bar,Dining and Drinking,Bar
1592,40.74175833396677,-73.99916655844069,Arepa Restaurant,Dining and Drinking,Restaurant
920,40.74198972871025,-73.9975118637085,French Restaurant,Dining and Drinking,Restaurant
18965,40.74585891047171,-73.98219108581543,Office,Business and Professional Services,Office
2639,40.74034794940396,-73.99240629487407,Caf�,Dining and Drinking,"Cafe, Coffee, and Tea House"
4092,40.7640074067716,-73.98678786395,Sushi Restaurant,Dining and Drinking,Restaurant
17739,40.764596,-73.987449,Ramen /  Noodle House,Dining and Drinking,Restaurant
35547,40.773205335554415,-73.97948193619018,Factory,Business and Professional Services,Factory
5539,40.778602124593874,-73.97763388845729,Pizza Place,Dining and Drinking,Restaurant
5533,40.779273,-73.977367,Food & Drink Shop,Retail,Food and Beverage Retail
4953,40.776686,-73.982274,Ice Cream Shop,Dining and Drinking,Dessert Shop
5597,40.77650767912196,-73.98246058442858,Clothing Store,Retail,Fashion Retail
10291,40.7644791406281,-73.97557920584508,Caf�,Dining and Drinking,"Cafe, Coffee, and Tea House"
3391,40.76341099115567,-73.97274393738508,Burger Joint,Dining and Drinking,Restaurant
22596,40.77605159764632,-73.9755160727916,Park,Landmarks and Outdoors,Park
30073,40.779237,-73.977449,Ice Cream Shop,Dining and Drinking,Dessert Shop
5166,40.77939008063965,-73.97727805114053,Indian Restaurant,Dining and Drinking,Restaurant
2994,40.773495785456426,-73.98194979831837,Breakfast Spot,Dining and Drinking,Breakfast Spot
27894,40.75822354601831,-73.9776970208157,Clothing Store,Retail,Fashion Retail
35451,40.74759834321149,-73.98292064666748,Art Gallery,Arts and Entertainment,Art Gallery
28690,40.76529895391981,-73.97721290588379,Bike Rental / Bike Share,Travel and Transportation,Bike Rental
16173,40.765723,-73.982902,Sushi Restaurant,Dining and Drinking,Restaurant
30280,40.765554800464585,-73.98229988782118,Nightlife Spot,Nightlife Spot,Nightlife Spot
4668,40.76024,-73.964614,Gym / Fitness Center,Sports and Recreation,Gym and Studio
2375,40.747372812122016,-74.00043479863598,Tapas Restaurant,Dining and Drinking,Restaurant
1747,40.742788354778206,-74.00067582070984,Theater,Arts and Entertainment,Performing Arts Venue
327,40.74065934700641,-73.99826558632256,American Restaurant,Dining and Drinking,Restaurant
7078,40.740709,-73.998118,Bank,Business and Professional Services,Financial Service
16364,40.74052046069312,-73.99848939507868,Deli / Bodega,Dining and Drinking,Restaurant
8603,40.75221124575031,-73.98605900539454,Arts & Crafts Store,Retail,Arts and Crafts Store
3335,40.76224486711165,-73.9792871763928,Hotel,Travel and Transportation,Lodging
5365,40.74001066406892,-73.99476495381016,Department Store,Retail,Department Store
1753,40.76811565167532,-73.98175466618753,Bakery,Dining and Drinking,Bakery
4132,40.75752288728081,-73.98857269486956,Deli / Bodega,Dining and Drinking,Restaurant
3653,40.75769197600132,-73.97150421173693,French Restaurant,Dining and Drinking,Restaurant
19292,40.74856573732177,-73.980675696711,Building,Landmarks and Outdoors,Structure
27255,40.747669773851605,-73.98252371520186,Gym / Fitness Center,Sports and Recreation,Gym and Studio
2427,40.74200012672036,-73.99712932245086,Food & Drink Shop,Retail,Food and Beverage Retail
32324,40.74190844096508,-73.9980697631836,Gym / Fitness Center,Sports and Recreation,Gym and Studio
35906,40.760563,-73.983758,Moving Target,Travel and Transportation,Moving Target
1875,40.74611903850168,-73.99409351370946,Burger Joint,Dining and Drinking,Restaurant
16407,40.74691634392748,-73.99462722269917,College Academic Building,Community and Government,Education
8507,40.75703102046072,-73.98826852871554,Museum,Arts and Entertainment,Museum
2493,40.764071,-73.978552,Hotel,Travel and Transportation,Lodging
12554,40.76438442714601,-73.97965985289171,Building,Landmarks and Outdoors,Structure
31178,40.74050214724807,-73.9962887763977,Event Space,Business and Professional Services,Event Space
14966,40.742599,-73.996688,Medical Center,Health and Medicine,Medical Center
33162,40.74150809784892,-73.99718097095484,Restaurant,Dining and Drinking,Restaurant
27712,40.73735616868496,-73.99066686630249,Dessert Shop,Dining and Drinking,Dessert Shop
26335,40.74055904988317,-73.9944863319397,Fried Chicken Joint,Dining and Drinking,Restaurant
5760,40.74072971331742,-73.99331303337233,Library,Community and Government,Library
5716,40.75415331430367,-73.97203798348073,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
5782,40.75500574831121,-73.9723479147819,Event Space,Business and Professional Services,Event Space
28493,40.743279,-73.976999,Comedy Club,Arts and Entertainment,Comedy Club
13679,40.74161144365944,-73.974259146779,College Academic Building,Community and Government,Education
4245,40.74258290646035,-73.977519102298,Food & Drink Shop,Retail,Food and Beverage Retail
30796,40.74082885658905,-73.97670411859724,Building,Landmarks and Outdoors,Structure
11124,40.74161380546162,-73.99612504321772,Other Great Outdoors,Landmarks and Outdoors,Park
21462,40.765539,-73.97807,Art Gallery,Arts and Entertainment,Art Gallery
11208,40.76438884462394,-73.99577379226685,American Restaurant,Dining and Drinking,Restaurant
12012,40.76185526137667,-73.99738756483157,Flower Shop,Retail,Flower Store
5047,40.75316998194514,-73.99273399274239,Performing Arts Venue,Arts and Entertainment,Performing Arts Venue
29370,40.752717,-73.990542,Food & Drink Shop,Dining and Drinking,Food Court
35559,40.75087014458256,-73.98425693378371,Deli / Bodega,Dining and Drinking,Restaurant
21808,40.74535,-73.994316,Drugstore / Pharmacy,Retail,Pharmacy
6774,40.74498461062788,-73.99423698401398,Hotel,Travel and Transportation,Lodging
24985,40.745725805703806,-73.99368031863258,Hotel,Travel and Transportation,Lodging
36372,40.745271,-73.994276,Medical Center,Health and Medicine,Medical Lab
26794,40.7459819076082,-73.99421976758312,Tea Room,Dining and Drinking,"Cafe, Coffee, and Tea House"
28408,40.7463303500077,-73.99388551712036,Japanese Restaurant,Dining and Drinking,Restaurant
7061,40.743997504484994,-73.99541974067688,Thai Restaurant,Dining and Drinking,Restaurant
1144,40.74685206103337,-73.9844061505464,Korean Restaurant,Dining and Drinking,Restaurant
19378,40.74793598718146,-73.98179484046595,Building,Landmarks and Outdoors,Structure
4394,40.74990720056704,-73.98139309730372,Hotel,Travel and Transportation,Lodging
15158,40.75215586116808,-73.97970576685249,Bar,Dining and Drinking,Bar
9882,40.70374100634983,-73.80864143371582,Government Building,Community and Government,Government Building
33300,40.78193,-73.82321,Bar,Dining and Drinking,Bar
5262,40.75986528333333,-73.83231346666666,Chinese Restaurant,Dining and Drinking,Restaurant
14831,40.74567454,-73.82583712,Pizza Place,Dining and Drinking,Restaurant
11256,40.73965207240329,-73.98526127514313,Donut Shop,Dining and Drinking,Donut Shop
12915,40.73950297500924,-73.98450371529013,Caf�,Dining and Drinking,"Cafe, Coffee, and Tea House"
11214,40.74023644,-73.983463,College Academic Building,Community and Government,Education
7798,40.76011363140039,-73.82833156864739,Tea Room,Dining and Drinking,"Cafe, Coffee, and Tea House"
25335,40.75818456224078,-73.82934245751314,Tea Room,Dining and Drinking,"Cafe, Coffee, and Tea House"
10630,40.7715858,-73.8364432,Movie Theater,Arts and Entertainment,Movie Theater
4000,40.760218,-73.830988,Chinese Restaurant,Dining and Drinking,Restaurant
12845,40.78976971860151,-73.7886643409729,Park,Landmarks and Outdoors,Park
24801,40.76107442378998,-73.82472156,Food & Drink Shop,Retail,Food and Beverage Retail
20238,40.780218,-73.77677,Gift Shop,Retail,Gift Store
10598,40.7443218317587,-73.77711986414273,Food & Drink Shop,Retail,Food and Beverage Retail
19464,40.75910938202604,-73.83375929199681,Bar,Dining and Drinking,Bar
12328,40.76214564853967,-73.83131252721711,Bar,Dining and Drinking,Bar
9266,40.758188,-73.829053,Korean Restaurant,Dining and Drinking,Restaurant
16914,40.7376000483119,-73.77795696258545,Food & Drink Shop,Retail,Food and Beverage Retail
17149,40.746247529876825,-73.78717942299498,Athletic & Sport,Sports and Recreation,Baseball
18892,40.75077401,-73.81942391395569,Chinese Restaurant,Dining and Drinking,Restaurant
35261,40.75533195130347,-73.7686685239418,Chinese Restaurant,Dining and Drinking,Restaurant
11548,40.75975538564753,-73.83231765725903,Chinese Restaurant,Dining and Drinking,Restaurant
33429,40.764625180656125,-73.83177201587037,Bar,Dining and Drinking,Bar
34067,40.78679666060071,-73.83539915084839,Wings Joint,Dining and Drinking,Restaurant
15225,40.764712533756985,-73.8122370632805,Korean Restaurant,Dining and Drinking,Restaurant
6395,40.759935630182895,-73.828125,Dessert Shop,Dining and Drinking,Dessert Shop
23915,40.763502,-73.807604,Music Venue,Arts and Entertainment,Performing Arts Venue
17358,40.73971363429379,-73.78645420074463,Ice Cream Shop,Dining and Drinking,Dessert Shop
14356,40.75929468945218,-73.83134124528924,Tea Room,Dining and Drinking,"Cafe, Coffee, and Tea House"
23433,40.76064316004823,-73.83332852574648,Bar,Dining and Drinking,Bar
10636,40.761648752118646,-73.79556678829543,General Entertainment,Arts and Entertainment,General Entertainment
4526,40.73957022583375,-73.7863464119667,Mexican Restaurant,Dining and Drinking,Restaurant
3662,40.75596974281816,-73.98970127105713,Design Studio,Business and Professional Services,Design Studio
20758,40.73605889437574,-73.81322505771688,Playground,Landmarks and Outdoors,Park
11029,40.76416131535263,-73.82705211639404,Chinese Restaurant,Dining and Drinking,Restaurant
8272,40.76524,-73.81275,Fried Chicken Joint,Dining and Drinking,Restaurant
17617,40.75870008646131,-73.83080708846516,Malaysian Restaurant,Dining and Drinking,Restaurant
9731,40.77527898712509,-73.97253296756483,Other Great Outdoors,Landmarks and Outdoors,Lake
7641,40.76374688503551,-73.97148907184601,Furniture / Home Store,Retail,Furniture and Home Store
2361,40.72320252862486,-73.99899439849084,Design Studio,Business and Professional Services,Design Studio
5777,40.73990873115271,-73.98478746414185,College Academic Building,Community and Government,Education
11024,40.70117892278631,-73.80778312683105,Fast Food Restaurant,Dining and Drinking,Restaurant
7965,40.75988379900876,-73.83230042650136,Dumpling Restaurant,Dining and Drinking,Restaurant
2752,40.74349307584732,-73.99399021502371,Bakery,Dining and Drinking,Bakery
4120,40.7396973761964,-73.98523807525635,Mexican Restaurant,Dining and Drinking,Restaurant
26012,40.73580789980458,-73.98917528677009,Food Truck,Dining and Drinking,Food Truck
4491,40.72901831789177,-73.98834313555265,Sushi Restaurant,Dining and Drinking,Restaurant
15583,40.740362698678005,-73.98399293461188,College Academic Building,Community and Government,Education
2809,40.74150517719795,-73.99166024099635,Art Gallery,Arts and Entertainment,Art Gallery
7359,40.764875,-73.831738,Wings Joint,Dining and Drinking,Restaurant
23160,40.75769898851917,-73.83454041240232,Mall,Retail,Shopping Mall
4208,40.740177269582,-73.98601309295196,Food & Drink Shop,Retail,Food and Beverage Retail
8044,40.7402890532596,-73.98659273673391,Cosmetics Shop,Retail,Cosmetics Store
1564,40.72173557159932,-73.9959356642583,Dessert Shop,Dining and Drinking,Dessert Shop
37360,40.75402534666948,-73.98647795592595,Building,Landmarks and Outdoors,Structure
13702,40.74060898289619,-73.98307467379728,College Academic Building,Community and Government,Education
25592,40.76077470518323,-73.8291931219832,Tea Room,Dining and Drinking,"Cafe, Coffee, and Tea House"
4402,40.760618448257446,-73.8291869,Chinese Restaurant,Dining and Drinking,Restaurant
16333,40.78588030823396,-73.83604520918456,Pizza Place,Dining and Drinking,Restaurant
3864,40.76530284639733,-73.96574167850812,Tea Room,Dining and Drinking,"Cafe, Coffee, and Tea House"
29227,40.76096713542938,-73.830797,Tea Room,Dining and Drinking,"Cafe, Coffee, and Tea House"
1479,40.76362499327396,-73.99757623672485,Bar,Arts and Entertainment,Night Club
23626,40.751375839524606,-74.0065176438763,Building,Landmarks and Outdoors,Structure
29692,40.72330662896355,-74.00072746825762,Electronics Store,Retail,Computers and Electronics Retail
1154,40.739058,-73.99472,Bar,Dining and Drinking,Bar
7727,40.76209858436637,-73.99399595384105,Deli / Bodega,Dining and Drinking,Restaurant
4451,40.73698341524972,-73.99541917523608,Gift Shop,Retail,Gift Store
20527,40.700861946977,-74.01152723816105,Other Great Outdoors,Landmarks and Outdoors,Field
28255,40.74071,-74.001975,Fast Food Restaurant,Dining and Drinking,Restaurant
21150,40.76333053337173,-73.99676204379885,Hardware Store,Retail,Hardware Store
35578,40.81388182183501,-74.07768398088822,Music Venue,Arts and Entertainment,Performing Arts Venue
23020,40.74068911286629,-74.00163173675537,Bakery,Dining and Drinking,Bakery
13531,40.76897176836408,-73.99643898010254,Convention Center,Business and Professional Services,Convention Center
2107,40.74174395127194,-73.99360571387103,Mexican Restaurant,Dining and Drinking,Restaurant
31691,40.74410317521528,-73.99909436702728,Sandwich Place,Dining and Drinking,Restaurant
3613,40.73568291622837,-73.99257846074144,Taco Place,Dining and Drinking,Restaurant
10818,40.7397312,-73.995159,Sporting Goods Shop,Retail,Sporting Goods Retail
5778,40.724238,-73.997657,Clothing Store,Retail,Fashion Retail
3487,40.759534,-73.991765,Mexican Restaurant,Dining and Drinking,Restaurant
359,40.745226,-73.998213,Fast Food Restaurant,Dining and Drinking,Restaurant
8687,40.76040696991703,-73.99489402770996,Latin American Restaurant,Dining and Drinking,Restaurant
7440,40.762699,-73.996951,Diner,Dining and Drinking,Restaurant
5110,40.74112454884856,-74.00156530430915,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
8997,40.741944534239565,-74.00108900070211,Mexican Restaurant,Dining and Drinking,Restaurant
14352,40.73314110797733,-74.01167643368683,Park,Landmarks and Outdoors,Park
14270,40.74719193776603,-73.88949394226074,Fast Food Restaurant,Dining and Drinking,Restaurant
6996,40.73772668648329,-73.99651527805919,Fast Food Restaurant,Dining and Drinking,Restaurant
13927,40.762935287785695,-73.99905752382375,Building,Landmarks and Outdoors,Structure
9788,40.760531,-73.994832,Donut Shop,Dining and Drinking,Donut Shop
11041,40.71254060501415,-73.9897434431147,Pizza Place,Dining and Drinking,Restaurant
35074,40.7516745109659,-74.00795224900666,General Entertainment,Arts and Entertainment,General Entertainment
11705,40.71324069757859,-73.9870948344469,Medical Center,Health and Medicine,Hospital
16760,40.79574684221769,-74.06191425224617,Gas Station / Garage,Travel and Transportation,Fuel Station
25389,40.79423717840395,-74.26830768585205,Medical Center,Health and Medicine,Physician
15588,40.791101865340266,-74.27057147026062,Athletic & Sport,Sports and Recreation,Golf
8721,40.802311,-74.245219,Diner,Dining and Drinking,Restaurant
11589,40.79288884947995,-74.2559266090393,Bakery,Dining and Drinking,Bakery
14074,40.746133,-74.260212,Bakery,Dining and Drinking,Bakery
3991,40.73107123374939,-73.988642,Thai Restaurant,Dining and Drinking,Restaurant
5017,40.79340869038084,-74.25605535507202,Movie Theater,Arts and Entertainment,Movie Theater
9476,40.79386354783028,-74.25680637359619,Food & Drink Shop,Retail,Food and Beverage Retail
6584,40.746011,-74.26018,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
24334,40.808885,-74.260924,Chinese Restaurant,Dining and Drinking,Restaurant
5253,40.813942,-74.218789,Breakfast Spot,Dining and Drinking,Breakfast Spot
2015,40.727322,-73.988632,Seafood Restaurant,Dining and Drinking,Restaurant
6064,40.8041295012635,-74.2486310005188,Food & Drink Shop,Retail,Food and Beverage Retail
9764,40.73555017336732,-73.99256698302176,Bakery,Dining and Drinking,Bakery
19074,40.71630254223818,-74.04187464879939,Ice Cream Shop,Dining and Drinking,Dessert Shop
13173,40.78257241486941,-74.00691032409668,Food & Drink Shop,Retail,Food and Beverage Retail
19834,40.827270801334265,-74.13460493087769,Burger Joint,Dining and Drinking,Restaurant
10551,40.79259491420048,-74.05112318694592,Toy / Game Store,Retail,Toy Store
270,40.72696042783826,-73.98906050750634,Italian Restaurant,Dining and Drinking,Restaurant
152,40.72827120796546,-73.98865877954262,Bar,Dining and Drinking,Bar
4215,40.75047380887454,-73.99144790205452,Bar,Dining and Drinking,Bar
16485,40.79297306666667,-74.268374,Flower Shop,Retail,Flower Store
13465,40.72458935,-73.99056,Bar,Dining and Drinking,Bar
610,40.753429,-73.996606,Diner,Dining and Drinking,Restaurant
9944,40.83977330245946,-74.20792138744983,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
37627,40.75226829032472,-73.9952871833738,General Entertainment,Arts and Entertainment,General Entertainment
7054,40.778281,-74.01677123333333,Burrito Place,Dining and Drinking,Restaurant
3783,40.75453530111441,-73.98405253887177,Sandwich Place,Dining and Drinking,Restaurant
1556,40.7594122094148,-73.9917807575885,Diner,Dining and Drinking,Restaurant
26895,40.70352953651739,-74.00847673416138,Food Truck,Dining and Drinking,Food Truck
24321,40.80461068333334,-74.22168466666666,Bar,Dining and Drinking,Bar
8072,40.78825883690728,-74.19491708278656,American Restaurant,Dining and Drinking,Restaurant
9762,40.81372529687152,-74.22028552292373,Gym / Fitness Center,Sports and Recreation,Gym and Studio
23124,40.81615510451447,-74.22036003768103,Salon / Barbershop,Business and Professional Services,Health and Beauty Service
19316,40.81575799858361,-74.22062873840332,Donut Shop,Dining and Drinking,Donut Shop
7978,40.796910080609216,-74.1482902279027,Tattoo Parlor,Business and Professional Services,Health and Beauty Service
3790,40.81642750412598,-74.220440284309,Bar,Dining and Drinking,Bar
1202,40.75185105609346,-74.00388368084829,Bar,Dining and Drinking,Bar
31405,40.81021881103516,-74.11968231201172,Bar,Arts and Entertainment,Strip Club
34778,40.624899,-74.030757,Hotel,Travel and Transportation,Lodging
14192,40.81600851,-74.22031693333334,Spa / Massage,Business and Professional Services,Health and Beauty Service
10617,40.624599,-74.030592,Bagel Shop,Dining and Drinking,Bagel Shop
33718,40.83932908475312,-74.17992275907704,Other Great Outdoors,Landmarks and Outdoors,Other Great Outdoors
7611,40.80381274223328,-74.19446,Diner,Dining and Drinking,Restaurant
14064,40.75883853337589,-74.02384042739868,Hotel,Travel and Transportation,Lodging
19923,40.758780720678494,-74.02312397356911,Italian Restaurant,Dining and Drinking,Restaurant
27371,40.81012858333333,-74.15268858333333,Bar,Dining and Drinking,Bar
1181,40.74212740110424,-73.9985812139799,Bar,Dining and Drinking,Bar
702,40.741797,-73.997271,American Restaurant,Dining and Drinking,Restaurant
11061,40.619103471285015,-74.03287248962626,Sushi Restaurant,Dining and Drinking,Restaurant
3410,40.816129,-74.21840954,Bar,Dining and Drinking,Bar
9936,40.812038,-74.19436435,Coffee Shop,Dining and Drinking,"Cafe, Coffee, and Tea House"
23697,40.7849904303469,-74.15667907800432,Church,Community and Government,Spiritual Center
6979,40.624943279304354,-74.03029052981879,Italian Restaurant,Dining and Drinking,Restaurant
34068,40.807673,-74.149973,Funeral Home,Business and Professional Services,Funeral Home
17305,40.81580157860724,-74.22002758699232,Bagel Shop,Dining and Drinking,Bagel Shop
13970,40.8077643,-74.192341,Restaurant,Dining and Drinking,Restaurant
8841,40.83280727685025,-74.13900375366211,Gym / Fitness Center,Sports and Recreation,Gym and Studio
20399,40.705466,-73.932782,Bar,Dining and Drinking,Bar
2122,40.71112557540723,-73.94836120300144,Bar,Dining and Drinking,Bar
6414,40.71118782053748,-73.94923370801148,Bar,Dining and Drinking,Bar
34390,40.590913134941154,-73.80575179167857,Neighborhood,Landmarks and Outdoors,States and Municipalities
27495,40.714022,-73.94442396000002,Bar,Dining and Drinking,Bar
24676,40.7131772314664,-73.95817665724722,Bar,Dining and Drinking,Bar
8595,40.75315436423719,-73.98905476854135,Mexican Restaurant,Dining and Drinking,Restaurant
27034,40.70501304872744,-73.93375764056886,Music Venue,Arts and Entertainment,Performing Arts Venue
27639,40.707225,-73.92125,Bar,Dining and Drinking,Bar
956,40.71760704087655,-73.95599548829432,French Restaurant,Dining and Drinking,Restaurant
1066,40.72910081035689,-74.00097996717963,Bar,Dining and Drinking,Bar
18669,40.711562,-73.946871,Bar,Dining and Drinking,Bar
102,40.73878324326924,-73.98893998920552,Bar,Dining and Drinking,Bar
8761,40.71400760563373,-73.95068596090888,Ramen /  Noodle House,Dining and Drinking,Restaurant
3162,40.71172756766649,-73.94307374954224,Mexican Restaurant,Dining and Drinking,Restaurant
20787,40.713601,-73.958578,French Restaurant,Dining and Drinking,Restaurant
30192,40.73262472700583,-74.00813341140747,Theater,Arts and Entertainment,Performing Arts Venue
